RecordId,RecordType,Status,Parent,Reference,AccessCondition,Administrative Context,Arrangement,Copies Information,Custodial History,Date Range,Decimal Latitude,Decimal Longitude,Description Language,Description Language Code,Description Script,Description Script Code,End Date,Extent & Format,External Ref,Imm Source Acq,Legal Status,Level of Detail,Languages,Language Codes,Scripts,Script Codes,Material Type,MDARK,Note,ObjectURL,OrigInfo,Physical Characteristics,Project Collection,Publication Note,Related Material,Scope & Content,Sibling Order,Start Date,Title,User Conditions,Creators,Related Names,Related Places,Related Subjects,Related Archive Descriptions,,,Logical label
040-002360655,File,Published,036-002360606,EAP310/2/1/49,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 622 TIFF images; 17.6GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000292,,http://eap.bl.uk/database/overview_item.a4d?catId=19571;r=10144,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains various tantric literatures such as Aryaprajnaparamitanamastastakan. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume of 622 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NaScript(s) of material: Tibetan dBu can script.",49,1650,Neyphug Kanjur rGyud Na,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360611,File,Published,036-002360606,EAP310/2/1/5,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 414 TIFF images; 11.7GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000266,,http://eap.bl.uk/database/overview_item.a4d?catId=19527;r=1593,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains sutras such as the Aryabhagavanjnanavailpulyansutra. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume containing 414 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: CaScript(s) of material: Tibetan dBu can script.",5,1650,Neyphug Kanjur mDo sde Ca,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360656,File,Published,036-002360606,EAP310/2/1/50,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 448 TIFF images; 12.6GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000293,,http://eap.bl.uk/database/overview_item.a4d?catId=19572;r=6566,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains various tantric literatures such as Aryamahasanipataratnaketudharani. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume of 448 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: PaScript(s) of material: Tibetan dBu can script.",50,1650,Neyphug Kanjur rGyud Pa,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360657,File,Published,036-002360606,EAP310/2/1/51,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 450 TIFF images; 12.7GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000294,,http://eap.bl.uk/database/overview_item.a4d?catId=19573;r=28445,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains various tantric literatures such as Aryavapulepraveshadharani. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume of 450 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: PhaScript(s) of material: Tibetan dBu can script.",51,1650,Neyphug Kanjur rGyud Pha,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360658,File,Published,036-002360606,EAP310/2/1/52,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 566 TIFF images; 23.8GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000295,,http://eap.bl.uk/database/overview_item.a4d?catId=19574;r=26259,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains various tantric literatures such as Aryamogapashakalparaja. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume of 566 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: BaScript(s) of material: Tibetan dBu can script.",52,1650,Neyphug Kanjur rGyud Ba,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360659,File,Published,036-002360606,EAP310/2/1/53,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 564 TIFF images; 23.8GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000296,,http://eap.bl.uk/database/overview_item.a4d?catId=19575;r=12493,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains various tantric literaturess including dharanis. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume of 564 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: MaScript(s) of material: Tibetan dBu can script.",53,1650,Neyphug Kanjur rGyud Ma,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360660,File,Published,036-002360606,EAP310/2/1/54,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 451 TIFF images; 19GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000297,,http://eap.bl.uk/database/overview_item.a4d?catId=19576;r=32499,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains various tantric literaturess such as Vimalaprabhapariprccha. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume of 451 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: TsaScript(s) of material: Tibetan dBu can script.",54,1650,Neyphug Kanjur rGyud Tsa,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360661,File,Published,036-002360606,EAP310/2/1/55,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 536 TIFF images; 15.1GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000298,,http://eap.bl.uk/database/overview_item.a4d?catId=19577;r=30675,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains various tantric literaturess such as Aryavajrapatalanamtantraraja. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume of 536 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: TshaScript(s) of material: Tibetan dBu can script.",55,1650,Neyphug Kanjur rGyud Tsha,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360662,File,Published,036-002360606,EAP310/2/1/56,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 364 TIFF images; 15.3GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000299,,http://eap.bl.uk/database/overview_item.a4d?catId=19578;r=26685,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains the Aryamahaparinirvanasutra. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume of 364 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: KaScript(s) of material: Tibetan dBu can script.",56,1650,Neyphug Kanjur Myang 'das Ka,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360663,File,Published,036-002360606,EAP310/2/1/57,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 368 TIFF images; 15.5GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x00029a,,http://eap.bl.uk/database/overview_item.a4d?catId=19579;r=3857,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains the Aryamahaparinirvanasutra. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume of 368 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: KhaScript(s) of material: Tibetan dBu can script.",57,1650,Neyphug Kanjur Myang 'das Kha,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360664,File,Published,036-002360606,EAP310/2/1/58,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 363 TIFF images; 15.3GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x00029b,,http://eap.bl.uk/database/overview_item.a4d?catId=19580;r=11005,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains the Aryamahaparinirvanasutra. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume of 363 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: GaScript(s) of material: Tibetan dBu can script.",58,1650,Neyphug Kanjur Myang 'das Ga,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360665,File,Published,036-002360606,EAP310/2/1/59,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 478 TIFF images; 13.5GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x00029c,,http://eap.bl.uk/database/overview_item.a4d?catId=19581;r=24323,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains Vinayavastu, one of the four main texts on discipline in the Sarvastivada school. The Vinaya corpus deals with the topic of monastic discipline. This volume contains account of 17 vastus or items which make up the life and practices of Buddhist monks and nuns. The stories and anecdotes from the time of the Buddha. The stories constitute the contextual narrative for the various rules and precepts to be observed by the monks and the explanation for life experiences and events through karmic connection to the past lifetimes. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two thick wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. The text starts on the verso of the first folio, which also has a silk cover. 1 volume containing 478 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: KaScript(s) of material: Tibetan dBu can script.",59,1650,Kanjur 'Dul ba Ka,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360612,File,Published,036-002360606,EAP310/2/1/6,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 420 TIFF images; 11.9GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x000267,,http://eap.bl.uk/database/overview_item.a4d?catId=19528;r=27698,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains sutras such as the Aryamahayanopadeshanamasutra. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume containing 420 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: ChaScript(s) of material: Tibetan dBu can script.",6,1650,Neyphug Kanjur mDo sde Cha,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360666,File,Published,036-002360606,EAP310/2/1/60,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 474 TIFF images; 13.4GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x00029d,,http://eap.bl.uk/database/overview_item.a4d?catId=19582;r=29252,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains continuation of Vinayavastu, one of the four main texts on discipline in the Sarvastivada school. The Vinaya corpus deals with the topic of monastic discipline. This volume contains stories and anecdotes from the time of the Buddha. The stories constitute the contextual narrative for the various rules and precepts to observed by the monks and the explanation for life experiences and events through karmic connection to the past lifetimes. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two thick wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. The text starts on the verso of the first folio, which also has a silk cover. 1 volume containing 474 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: KhaScript(s) of material: Tibetan dBu can script.",60,1650,Kanjur 'Dul ba Kha,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360667,File,Published,036-002360606,EAP310/2/1/61,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 436 TIFF images; 12.3GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x00029e,,http://eap.bl.uk/database/overview_item.a4d?catId=19583;r=13813,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains continuation of Vinayavastu, one of the four main texts on discipline in the Sarvastivada school. The Vinaya corpus deals with the topic of monastic discipline. This volume contains account of 17 vastus or items which make up the life and practices of Buddhist monks and nuns. The stories and anecdotes from the time of the Buddha. The stories constitute the contextual narrative for the various rules and precepts to be observed by the monks and the explanation for life experiences and events through karmic connection to the past lifetimes. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two thick wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. The text starts on the verso of the first folio, which also has a silk cover. 1 volume containing 436 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: GaScript(s) of material: Tibetan dBu can script.",61,1650,Kanjur 'Dul ba Ga,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360668,File,Published,036-002360606,EAP310/2/1/62,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 464 TIFF images; 13.1GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x00029f,,http://eap.bl.uk/database/overview_item.a4d?catId=19584;r=9044,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains continuation of Vinayavastu, one of the four main texts on discipline in the Sarvastivada school. The Vinaya corpus deals with the topic of monastic discipline. This volume contains account of 17 vastus or items which make up the life and practices of Buddhist monks and nuns. The stories and anecdotes from the time of the Buddha. The stories constitute the contextual narrative for the various rules and precepts to be observed by the monks and the explanation for life experiences and events through karmic connection to the past lifetimes. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two thick wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. The text starts on the verso of the first folio, which also has a silk cover. 1 volume containing 464 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NgaScript(s) of material: Tibetan dBu can script.",62,1650,Kanjur 'Dul ba Nga,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360669,File,Published,036-002360606,EAP310/2/1/63,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 539 TIFF images; 22.7GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0002a0,,http://eap.bl.uk/database/overview_item.a4d?catId=19585;r=13148,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains Pratimoksasutra, the root text on the rules for ordained monks and Vinayavibhanga, one of the four main texts on discipline in the Sarvastivada school. The volume contains the detailed lists of the rules of monks and the stories of how the rules were enacted. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two thick wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. The text starts on the verso of the first folio, which also has a silk cover. 1 volume containing 539 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: CaScript(s) of material: Tibetan dBu can script.",63,1650,Kanjur 'Dul ba Ca,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360670,File,Published,036-002360606,EAP310/2/1/64,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 582 TIFF images; 24.5GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0002a1,,http://eap.bl.uk/database/overview_item.a4d?catId=19586;r=22424,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains Vinayavibhanga, one of the four main texts on discipline in the Sarvastivada school. The volume contains the detailed lists of the rules of monks and the stories of how the rules were enacted. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two thick wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. The text starts on the verso of the first folio, which also has a silk cover. 1 volume containing 582 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: ChaScript(s) of material: Tibetan dBu can script.",64,1650,Kanjur 'Dul ba Cha,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360671,File,Published,036-002360606,EAP310/2/1/65,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 536 TIFF images; 15.1GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0002a2,,http://eap.bl.uk/database/overview_item.a4d?catId=19587;r=25502,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains Vinayavibhanga, one of the four main texts on discipline in the Sarvastivada school. The volume contains the detailed lists of the rules of monks and nuns and the stories of how the rules were enacted. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two thick wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. The text starts on the verso of the first folio, which also has a silk cover. 1 volume containing 536 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: JaScript(s) of material: Tibetan dBu can script.",65,1650,Kanjur 'Dul ba Ja,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360672,File,Published,036-002360606,EAP310/2/1/66,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 474 TIFF images; 13.4GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0002a3,,http://eap.bl.uk/database/overview_item.a4d?catId=19588;r=27554,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains Pratimokshasutra, the root text on monastic rules, and Vinayavibhanga, one of the four main texts on discipline in the Sarvastivada school. The volume contains the detailed lists of the rules for nuns and the stories of how the rules were enacted. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two thick wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. The text starts on the verso of the first folio, which also has a silk cover. 1 volume containing 474 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: NyaScript(s) of material: Tibetan dBu can script.",66,1650,Kanjur 'Dul ba Nya,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360673,File,Published,036-002360606,EAP310/2/1/67,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 501 TIFF images; 21.1GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0002a4,,http://eap.bl.uk/database/overview_item.a4d?catId=19589;r=2168,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains Kshudrakvastu, one of the four main texts on discipline in the Sarvastivada school. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two thick wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. The text starts on the verso of the first folio, which also has a silk cover. 1 volume containing 501 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: TaScript(s) of material: Tibetan dBu can script.",67,1650,Kanjur 'Dul ba Ta,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360674,File,Published,036-002360606,EAP310/2/1/68,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 510 TIFF images; 14.4GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0002a5,,http://eap.bl.uk/database/overview_item.a4d?catId=19590;r=13491,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains Kshudrakvastu, one of the four main texts on discipline in the Sarvastivada school. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two thick wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. The text starts on the verso of the first folio, which also has a silk cover. 1 volume containing 510 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: ThaScript(s) of material: Tibetan dBu can script.",68,1650,Kanjur 'Dul ba Tha,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360675,File,Published,036-002360606,EAP310/2/1/69,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 475 TIFF images; 20GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0002a6,,http://eap.bl.uk/database/overview_item.a4d?catId=19591;r=21455,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains Uttaragrantha, one of the four main texts on discipline in the Sarvastivada school. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two thick wood covers. The leaves are roughly 70x19.5cm. The opening folio is illuminated with drawings of Buddha and other decorative motifs. The first folios of the kanjur series have a deep blue or red background, most likely painted using malachite or lac. The text starts on the verso of the first folio, which also has a silk cover. 1 volume containing 475 folios of manuscripts on paper in loose leaf poti format.Dates of original material: unknownVolume: DaScript(s) of material: Tibetan dBu can script.",69,1650,Kanjur 'Dul ba Da,,,,"Bhutan, Asia, Unspecified",,,,,
