Work ID,Title,rKTsNumber,Title with diacritics,Author name (not needed for works with rKTs ID),Author RID (idem),BDRC Topic ID (idem),URL,Hyperlink-ID,Input by,Based on,Version Notes (if any)
IE0GR0288,Dipankarasrijnana: Bodhisattvadikarmikamargavataradesana,T3293,Bodhisattvādikarmika mārgāvatāra deśanā,Atiśa [Dīpaṃkaraśrījñāna],P3379,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa035_u.htm,#DSBC_Sa035,members of the Sanskrit Buddhist Input Project,<not_specified>,
IE0GR0289,Dipamkara (Dipankara): Caryasamgrahapradipa,,Caryāsaṅgrahapradīpa,Atiśa [Dīpaṃkaraśrījñāna],P3379,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa005_u.htm,#DSBC_Sa005,members of the Sanskrit Buddhist Input Project,"the ed. by G. Tucci: Minor Buddhist Texts. Delhi: Motilal Banarsidas 1986, pp. 201-203.",
IE0GR0290,Dipankarasrijnana: Cittotpadasamvaravidhikrama,T3310,Cittotpādasaṃvaravidhikrama,Atiśa [Dīpaṃkaraśrījñāna],P3379,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa040_u.htm,#DSBC_Sa040,members of the Sanskrit Buddhist Input Project,<not_specified>,
IE0GR0291,Dipankarasrijnana: Dasakusalakarmapathadesana,T3299,Daśākuśalakarmapathadeśanā,Atiśa [Dīpaṃkaraśrījñāna],P3379,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa039_u.htm,#DSBC_Sa039,members of the Sanskrit Buddhist Input Project,<not_specified>,
IE0GR0292,Dipankarasrijnana: Gurukriyakrama,T3317,Gurukriyākrama,Atiśa [Dīpaṃkaraśrījñāna],P3379,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa042_u.htm,#DSBC_Sa042,members of the Sanskrit Buddhist Input Project,<not_specified>,
IE0GR0293,Dipankarasrijnana: Mahayanapathasadhanasamgraha,T3296,Mahāyānapathasādhanasaṅgraha,Atiśa [Dīpaṃkaraśrījñāna],P3379,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa037_u.htm,#DSBC_Sa037,members of the Sanskrit Buddhist Input Project,<not_specified>,
IE0GR0294,Dipankarasrijnana: Samadhisambharaparivarta,T1287,Samādhisaṃbhāraparivarta,Atiśa [Dīpaṃkaraśrījñāna],P3379,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa043_u.htm,#DSBC_Sa043,members of the Sanskrit Buddhist Input Project,<not_specified>,
IE0GR0295,Dipankarasrijnana: Saranagamanadesana,T3294,Śaraṇagamanadeśanā,Atiśa [Dīpaṃkaraśrījñāna],P3379,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa036_u.htm,#DSBC_Sa036,members of the Sanskrit Buddhist Input Project,<not_specified>,
IE0GR0296,Dipamkara [=Dipankara]: Satyadvayavataranama,T3247,Satyadvayāvatāranāma,Atiśa [Dīpaṃkaraśrījñāna],P3379,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa024_u.htm,#DSBC_Sa024,members of the Sanskrit Buddhist Input Project,"the ed. by Sonam Rabten: Satyadvayavataradigrantha catustayam.  Sarnath : Central Institute of High Tibetan Studies (CIHTS), 2000, pp. 91-94.",
IE0GR0297,Dipankarasrijnana: Sutrarthasamuccayopadesa,T3298,Sūtrārthasamuccayopadeśa,Atiśa [Dīpaṃkaraśrījñāna],P3379,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa038_u.htm,#DSBC_Sa038,members of the Sanskrit Buddhist Input Project,<not_specified>,
IE0GR0298,Durvekamisra (c. 1100): Dharmottarapradipa,,Dharmottarapradīpa,Durvekamiśra,P0ER0008,,gretil/1_sanskr/6_sastra/3_phil/buddh/durdhpru.htm,#DurvDharm,"Helmut Krasser, Wien","the ed. by Dalsukhbai Malvania, Patna : Kashiprasad Jayaswal Research Institute 1971 (Tibetan Sanskrit Works, 2)",
IE0GR0299,Durveka Misra: Hetubindutikaloka,,Hetubinduṭīkāloka,Durvekamiśra,P0ER0008,,gretil/1_sanskr/6_sastra/3_phil/buddh/dhebta_u.htm,#DurvHettikal,"Helmut Krasser, Wien","the ed. by Pandit S. Sanghavi and Muni Shri Jinavijayaji: Hetubinduṭika of Bhaṭṭa Arcaṭa with the Sub-Commentary entitled Āloka of Durveka Misra. Baroda : Oriental Institute 1949, pp. 233-411. (Gaekwad's Oriental Series, CXIII)",
IE0GR0300,Garbhasamgraha,?,Garbhasaṃgraha,Atiśa [Dīpaṃkaraśrījñāna],P3379,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa008_u.htm,#DSBC_Sa008,members of the Sanskrit Buddhist Input Project,"the ed. by Rameshchandra Negi: Atishaviracita ekadasha granthah. Varanasi : Central Institute of High Tibetan Studies (CIHTS) 1992, pp. 79-80",
IE0GR0301,Haribhadrasuri: Nyayapravesapravrtti,,Nyāyapraveśapravṛtti,Haribhadrasūri,P0ER0009,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa066_u.htm,#DSBC_Sa066,members of the Sanskrit Buddhist Input Project,"the edition by A.B. Dhruva: Nyāyapraveśapravṛtti. Delhi : Srisatguru Publications, 1987, 1-29.",
IE0GR0302,Harivarman: Satyasiddhisastra,,Satyasiddhiśāstra,Harivarman,P0ER0010,,gretil/1_sanskr/6_sastra/3_phil/buddh/hvsatssu.htm,#HvSatss,"Udip Shakya, 2008 Proof-read by Udip Shakya","the ed. N. Aiyaswami Sastri: Harivarman: Satyasiddhisastra, Vol. I, Baroda : Oriental Institute, 1975. (Gaekwad's Oriental Series, 159)",
IE0GR0303,Hastavalaprakaranavrtti,T3190,Hastavālaprakaraṇavṛtti,Āryadeva/Dignāga,P6126,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa009_u.htm,#DSBC_Sa009,members of the Sanskrit Buddhist Input Project,"the ed. by Bhagchandra Jain: Hastabalapranavrtti. Nagpur : Aloka Prakashan, 1971.",
IE0GR0304,Jitari: Hetutattvopadesa,T3596,Hetutattvopadeśa,Jitāri,P4CZ10568,,gretil/1_sanskr/6_sastra/3_phil/buddh/jithetuu.htm,#JitHetutat,members of the Sanskrit Buddhist Input Project,the edition by Durgacharan Chattopadhyaya: Hetutattvopadeśa by Jitāri : reconstructed Sanskrit text with the Tibetan version. Calcutta : University of Calcutta 1939,
IE0GR0305,Jitari: Hetutattvopadesa,T3596,Hetutattvopadeśa,Jitāri,P4CZ10568,,gretil/1_sanskr/6_sastra/3_phil/buddh/jithettu.htm,#JitHetuTucci,Klaus Wille (Göttingen),"the edition by G. Tucci: Minor Buddhist Texts, part I, Roma 1956 (Serie Orientale Roma, 9), pp. 261-274.",
IE0GR0306,Kamalasila: Bhavanakrama,T3253,Bhāvanākrama,Kamalaśīla,P7641,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa047_u.htm,#DSBC_Sa047,members of the Sanskrit Buddhist Input Project,"the edition by Gyaktsen Namdol.  Bhāvanākramaḥ of Ācārya Kamalaśīla.  Sarnath: Central Institute of Higher Tibetan Studies, 1984  (Bibliotheca-Indo-Tibetica 9), 165-326.",
IE0GR0307,Kamalasila: Madhyamakaloka,T3232,Madhyamakāloka,Kamalaśīla,P7641,,gretil/1_sanskr/6_sastra/3_phil/buddh/ksmadhlu.htm,#KamMadhy,members of the Sanskrit Buddhist Input Project,<not_specified>,
IE0GR0308,Madhyamakavatara,T3206,Madhyamakāvatāra,Candrakīrti,P5782,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa053_u.htm,#DSBC_Sa053,members of the Sanskrit Buddhist Input Project,<not_specified>,
IE0GR0309,Mahayanasutralamkara,T3359,Mahāyānasūtrālaṃkāra,Asaṅga,P6117,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa030_u.htm,#DSBC_Sa030,members of the Sanskrit Buddhist Input Project,"the ed. by S. Bagchi: Mahayana sutralankara of Asanga with its Svavrtti. Darbhanga : The Mithila Institute, 1970, 1-180 (karika only).",
IE0GR0310,Maitreyanatha: Bhavasamkrantitika,T3186,Bhavasaṃkrāntiṭīkā,Maitreyanātha,P6117,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa058_u.htm,#DSBC_Sa058,members of the Sanskrit Buddhist Input Project,"the edition by Aiswami Shastri, Bhavasaṅkrānti Śāstra, Madras: Adyar Library, 1938, pp. 1-46.",
IE0GR0311,Maitreya (attrib.): Madhyantavibhagakarika,T3360,Madhyāntavibhāgakārikā,Maitreya ,P6117,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa010_u.htm,#DSBC_Sa010,members of the Sanskrit Buddhist Input Project,"the ed. by Ramchandra Pandeya: Madhyantavibhagashastram. Delhi : Motilal Banarsidass, 1971.",
IE0GR0312,Nagarjuna: Acintyastava,T19,Acintyastava,Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/nagast_u.htm,#NagAst,Richard Mahoney,<not_specified>,
IE0GR0313,Nagarjuna: Bhavasamkrantiparikatha,T3500,Bhavasaṃkrāntiparikathā,Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa067_u.htm,#DSBC_Sa067,members of the Sanskrit Buddhist Input Project,"the edition by Pandit Aiswamy Shastri: Bhavasankrantiparikatha. Madras : Adyar Library, 1938, pp. 1-7.",
IE0GR0314,Nagarjuna: Bodhicittavivarana (fragments),T665,Bodhicittavivaraṇa,Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/nagbhc_u.htm,#NagBhc,Richard Mahoney,<not_specified>,
IE0GR0315,Nagarjuna: Dharmadhatugarbhavivarana,T3439,Dharmadhātugarbhavivaraṇa,Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/nagdhdbu.htm,#NagDharmadhatu,members of the Sanskrit Buddhist Input Project,"the ed. by Gyaltsen Namdrol: Pratityasamutpada hrdaya and Dharmadhatugarbhavivarana, Sarnath : Central Institute of Higher Tibetan Studies 1997",
IE0GR0316,Nagarjuna: Dharmasamgraha (Dharmasangraha),,Dharmasaṃgraha,Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa007_u.htm,#DSBC_Sa007,members of the Sanskrit Buddhist Input Project,"the ed. by P.L. Vaidya: Dharmasangraha. Darbhanga : The Mithila Institute, 1961. (Buddhist Sanskrit Texts, 17)",
IE0GR0317,Nagarjuna: Kriyasamgrahakarika,T1353,Kriyāsaṃgrahakārikā,Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa044_u.htm,#DSBC_Sa044,members of the Sanskrit Buddhist Input Project,<not_specified>,
IE0GR0318,Nagarjuna: Lokatitastava,T12,Lokātītastava,Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/naglok_u.htm,#NagLok,Richard Mahoney,<not_specified>,
IE0GR0319,Nagarjuna: Madhyamakasastra,T3169,Madhyamakaśāstra [Mūlamadhyamakakārikā],Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa027_u.htm,#DSBC_Sa027,members of the Sanskrit Buddhist Input Project,"the ed. by P. L. Vaidya: Madhyamakaśāstra of Nāgārjuna. Darbhanga: Mithila Institute, 1960. (Buddhist Sanskrit Texts, 10)",
IE0GR0320,Nagarjuna: Mahayanavimsika,T1092,Mahāyānaviṃśikā [Mahāyānaviṃśati],Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/nagmyv_u.htm,#NagMahyvim,members of the Sanskrit Buddhist Input Project,"the edition by G. Tucci: Minor Buddhist Texts, part I. Roma 1956 (Serie Orientale Roma, 9), pp. 201-203.",
IE0GR0321,Nagarjuna: Mulamadhyamakakarika,T3169,Mūlamadhyamakakārikā,Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/nagmmk_u.htm,#NagMmk,Douglas Bachman Revised by Richard Mahoney,<not_specified>,
IE0GR0322,Nagarjuna: Pancakrama,T666,Pañcakrama,Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/nagpancu.htm,#NagPanc,members of the Sanskrit Buddhist Input Project,"the ed. by Ram Ram Shankar Tripathi: Piṇḍīkramaḥ Pañcakramaś ca, Varanasi/Sarnath 2001",
IE0GR0323,Nagarjuna: Pindikrama,T2787,Piṇḍīkrama,Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/nagpindu.htm,#NagPind,members of the Sanskrit Buddhist Input Project,"the ed. by Ram Ram Shankar Tripathi: Piṇḍīkramaḥ Pañcakramaś ca, Varanasi/Sarnath 2001",
IE0GR0324,Nagarjuna: Pratityasamutpadahrdayakarika,T3181,Pratītyasamutpādahṛdayakārikā,Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa012_u.htm,#DSBC_Sa012,members of the Sanskrit Buddhist Input Project,"the ed. by Gyaltsen Namdrol: Pratityasamutpadahrdaya and Aryadharmadhatugarbhavivarana. Sarnath : CIHTS 1997, p. 29",
IE0GR0325,Nagarjuna: Pratityasamutpadahrdayavyakhyana,T3918,Pratītyasamutpādahṛdayavyākhyāna,Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa013_u.htm,#DSBC_Sa013,members of the Sanskrit Buddhist Input Project,"the ed. by Gyaltsen Namdrol: Pratityasamutpadahrdaya  and Aryadharmadhatugarbhavivarana.  Sarnath : (CIHTS), 1997, 30-34",
IE0GR0326,"Nagarjuna: Ratnavali (1-2.46, and 4)",T3496,Ratnāvalī [Ratnamālā],Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa025_u.htm,#DSBC_Sa025,members of the Sanskrit Buddhist Input Project,"the ed. by P.L. Vaidya: Madhyamaka shastra, Darbhanga : Mithila Institute, 1961, pp. 296-310. (Buddhist Sanskrit Texts, 10)",
IE0GR0327,"Nagarjuna: Ratnavali, 1",T3496,Ratnāvalī [Ratnamālā],Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/nrat_1_u.htm,#NagRatn,Richard Mahoney,"the edition by Giuseppe Tucci: Journal of the Royal Asiatic Society of Great Britain and Ireland,  1934, pp. 307-325; 1936, pp. 237-252, 423-435.",
IE0GR0328,"Nagarjuna: Ratnavali, 2",T3496,Ratnāvalī [Ratnamālā],Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/nrat_2_u.htm,#NagRatn,Richard Mahoney,"the edition by Giuseppe Tucci: Journal of the Royal Asiatic Society of Great Britain and Ireland,  1934, pp. 307-325; 1936, pp. 237-252, 423-435.",
IE0GR0329,"Nagarjuna: Ratnavali, 4",T3496,Ratnāvalī [Ratnamālā],Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/nrat_4_u.htm,#NagRatn,Richard Mahoney,"the edition by Giuseppe Tucci: Journal of the Royal Asiatic Society of Great Britain and Ireland,  1934, pp. 307-325; 1936, pp. 237-252, 423-435.",
IE0GR0330,Nagarjuna: Salistambakakarika,T3325,Śālistambakakārikā [Āryaśālistambakakārikā],Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa062_u.htm,#DSBC_Sa062,members of the Sanskrit Buddhist Input Project,"the edition by Sonam Rabten: Aryasalistambhakarika. Sarnath : Central Institute of Higher Tibetan Studies, 2004, 255-261.",
IE0GR0331,Nagarjuna: Salistambakamahayanasutratika,T3326,Śālistambakamahāyānasūtraṭīkā [Āryaśālistambakamahāyānasūtraṭīkā],Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/nagsaliu.htm,#NagSaliTik,members of the Sanskrit Buddhist Input Project,"the ed. by Sonam Rabten: Āryaśālistamba sutra kātikā, Varanasi/Sarnath : Central Institute of Higher Tibetan Studies, 2004",
IE0GR0332,Nagarjuna: Suhrllekha,T3520,Suhṛllekha,Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa015_u.htm,#DSBC_Sa015,members of the Sanskrit Buddhist Input Project,"the ed. by Padma Tendzin: Suhridlekha. Varanasi : Central Institute of High Tibetan Studies (CIHTS), 2002.",
IE0GR0333,Nagarjuna: Sunyatasaptati,T3172,Śūnyatāsaptati,Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa016_u.htm,#DSBC_Sa016,members of the Sanskrit Buddhist Input Project,"the ed. by Acarya Sempa Dorje: Sunyata Saptati. Sarnath : Central Institute of High Tibetan Studies (CIHTS), 1985",
IE0GR0334,Nagarjuna: Vigrahavyavartani,"T3173, T3177",Vigrahavyāvartanī [kārikā + vṛtti],Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/nagvigvu.htm,#NagVigv,"K. Wille (Göttingen, Germany)","the edition by Yoshiyasu Yonezawa: ""Vigrahavyāvartanī, Sanskrit Transliteration and Tibetan Translation"", Journal of Naritasan Institute for Buddhist Studies 31 (2008), pp. 209-333. = Vv",
IE0GR0335,Nagarjuna: Vigrahavyavartanikarika,T3173,Vigrahavyāvartanīkārikā,Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/nagvvy_u.htm,#NagVvy,Richard Mahoney,<not_specified>,
IE0GR0336,Nagarjuna: Vigrahavyavartini,T3173,Vigrahavyāvartanī,Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa021_u.htm,#DSBC_Sa021,members of the Sanskrit Buddhist Input Project,"the ed. by P.L. Vaidya: Madhyamaka shastra. Darbhanga : Mithila Institute, 1960, pp. 277-295. (Buddhist Sanskrit Texts, 10)",
IE0GR0337,Nagarjuna: Yuktisastikakarika (fragments),T3170,Yuktiṣaṣṭikakārikā,Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/nagysk_u.htm,#NagYsk,Richard Mahoney,<not_specified>,
IE0GR0338,Nagarjuna: Yuktisastikarika,T3170,Yuktiṣaṣṭikārikā [Yuktiṣaṣṭikakārikā],Nāgārjuna,P4954,,gretil/1_sanskr/6_sastra/3_phil/buddh/nagyuksu.htm,#NagYsk2,members of the Sanskrit Buddhist Input Project,"the ed. B. Kumar: ""The Critical Edition of Yuktiṣaṣṭika-Kārikā of Nāgārjuna"", The Tibet Journal 18.3 (1993), pp. 3-16.",
IE0GR0339,Naropa: Sekoddesa,T70,Sekoddeśa [Sekoddeśaṭikā],Nāropā,P3085,,gretil/1_sanskr/6_sastra/3_phil/buddh/narsekou.htm,#NarSeko,members of the Sanskrit Buddhist Input Project,"the edition by Raniero Gnoli in: Orofino, Giacomella: Sekoddeśa : a critical edition of the Tibetan translations, with an appendix by Raniero Gnoli ""On the Sanskrit text"". Roma : Ist. Italiano per il Medio ed Estremo Oriente, 1994 (Serie orientale Roma, 72)",
IE0GR0340,Panditasoka: Avayavinirakarana,,Avayavinirākaraṇa,Paṇḍitāśoka,P0ER0011,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa0554u.htm,#DSBC_Sa0554,members of the Sanskrit Buddhist Input Project,"the edition by Haraprasad Shastri: Six Buddhist Nyaya tracts in Sanskrit. Calcutta: The Asiatic Society, 1989, 1-114.",
IE0GR0341,Panditasoka: Samanyadusanadikprasarita,,Sāmānyadūṣaṇadikprasāritā,Paṇḍitāśoka,P0ER0011,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa0555u.htm,#DSBC_Sa0555,members of the Sanskrit Buddhist Input Project,"the edition by Haraprasad Shastri: Six Buddhist Nyaya tracts in Sanskrit. Calcutta : The Asiatic Society, 1989, 1-114.",
IE0GR0342,Prajnakaramati: Bodhicaryavatarapanjika,T3217,Bodhicaryāvatārapañjika,Prajñākaramati,P7313,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa054_u.htm,#DSBC_Sa054,members of the Sanskrit Buddhist Input Project,"the edition by P.L. Vaidya: Bodhicaryāvatāra of Śāntideva with the Commentary Pañjika of Prajñākaramati. Darbhanga : Mithila Institute, 1960. (Buddhist Sanskrit Texts, 12).",
IE0GR0343,Pramanavartika,T3547,Pramāṇavārttika,Dharmakīrti,P3453,,gretil/1_sanskr/6_sastra/3_phil/buddh/pramanvu.htm,#Pamanavartika,members of the Sanskrit Buddhist Input Project,<not_specified>,
IE0GR0344,Ratnagotravibhaga,T3364,Ratnagotravibhāga,Maitreya,P6117,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa073_u.htm,#DSBC_Sa073,members of the Sanskrit Buddhist Input Project,"the edition by E.H. Johnston, repr. in: H.S. Prasad. The Uttaratantra of Maitreya. Delhi 1991.",
IE0GR0345,Apohasiddhi,T3591,Apohasiddhi,Ratnakīrti,P8181,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa0551u.htm,#DSBC_Sa0551,members of the Sanskrit Buddhist Input Project,"the edition by Haraprasad Shastri: Six Buddhist Nyaya tracts in Sanskrit. Calcutta : The Asiatic Society, 1989, pp. 1-114.",
IE0GR0346,Ksanabhangasiddhi,,Kṣaṇabhaṅgasiddhi,Ratnakīrti,P8181,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa0552u.htm,#DSBC_Sa0552,members of the Sanskrit Buddhist Input Project,"the edition by Haraprasad Shastri: Six Buddhist Nyaya tracts in Sanskrit. Calcutta: The Asiatic Society, 1989, 1-114.","Note that the Kṣaṇabhaṅgasiddhi by Ratnakīrti is not in the Tenjur while another text with the same title is: Kṣaṇabhaṅgasiddhi by Dharmottara, T3588 in rKTs."
IE0GR0347,Ratnakirti: Ksanabhangasiddhir Vyatirekatmika,,Kṣaṇabhaṅgasiddhi Vyatirekātmikā,Ratnakīrti,P8181,,gretil/1_sanskr/6_sastra/3_phil/buddh/ratksanu.htm,#RatKsan,"Somadeva Vasudeva, 2000","A. Charlene Senape McDermott:  An eleventh-century Buddhist logic of `exists'.  Dordrecht : Reidel 1969  (Foundations of language ; Supplementary series, 11)",
IE0GR0348,Ksanabhangasiddih vyatirekatmika,,Kṣaṇabhaṅgasiddhi Vyatirekātmikā,Ratnakīrti,P8181,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa0553u.htm,#DSBC_Sa0553,members of the Sanskrit Buddhist Input Project,"the edition by Haraprasad Shastri. Six Buddhist Nyaya tracts in Sanskrit. Calcutta: The Asiatic Society, 1989, 1-114.",
IE0GR0349,Ratnakirti: Nibandhavali,,Nibandhāvalī,Ratnakīrti,P8181,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa075_u.htm,#DSBC_Sa075,members of the Sanskrit Buddhist Input Project,"the edition by Anantalal Thakur: Ratnakīrti Nibandhāvalī. Patna : Kashiprasad Jayaswal Research Institute, 1975, pp. 1-149.",
IE0GR0350,"Ratnakirti (?): Vadarahasya, also known as Udayananirakarana",,Vādarahasya [Udayananirākaraṇa],Ratnakīrti,P8181,,gretil/1_sanskr/6_sastra/3_phil/buddh/rvadrahu.htm,#RatnVadarah,members of the Sanskrit Buddhist Input Project,"the ed. by R.N.Pandey: Udayananirākaraṇam of Rantnakirti, Delhi 1984.",
IE0GR0351,Sakyabuddhi: Pramanavarttikatika,T3557,Pramāṇavārttikaṭīkā,Śākyabuddhi,,,gretil/1_sanskr/6_sastra/3_phil/buddh/sbpramvu.htm,#SbPramv,"Klaus Wille (Göttingen, Germany)","the edition by M. Inami, K. Matsuda und T. Tani: A study of the Pramāṇavārttikaṭīkā by Śākyabuddhi from the National Archives collection, Kathmandu, Tokyo 1992 (Studia Tibetica, 23)",
IE0GR0352,Santaraksita: Tattvasamgraha,T3601,Tattvasaṃgraha,Śāntarakṣita,P5659,,gretil/1_sanskr/6_sastra/3_phil/buddh/santts_u.htm,#SantTat,Tim Cahill and Elliot Stern,<not_specified>,
IE0GR0353,Santideva: Bodhicaryavatara,T3216,Bodhicaryāvatāra [Bodhisattvacaryāvatāra],Śāntideva,P6161,,gretil/1_sanskr/6_sastra/3_phil/buddh/santbcpu.htm,#SantBCA,Richard Mahoney,<not_specified>,Plain text
IE0GR0354,Santideva: Bodhicaryavatara,T3216,Bodhicaryāvatāra [Bodhisattvacaryāvatāra],Śāntideva,P6161,,gretil/1_sanskr/6_sastra/3_phil/buddh/santbcau.htm,#SantBCA,Richard Mahoney,<not_specified>,Text with pada markers
IE0GR0355,Santideva: Bodhicaryavatara,T3216,Bodhicaryāvatāra [Bodhisattvacaryāvatāra],Śāntideva,P6161,,gretil/1_sanskr/6_sastra/3_phil/buddh/santbciu.htm,#SantBCA,Richard Mahoney,<not_specified>,Pada index
IE0GR0356,Santideva: Bodhicaryavatara,T3216,Bodhicaryāvatāra [Bodhisattvacaryāvatāra],Śāntideva,P6161,,gretil/1_sanskr/6_sastra/3_phil/buddh/bsa003_u.htm,#SantBCA2,members of the Sanskrit Buddhist Input Project,"the ed. by P. L. Vaidya: Bodhicaryavatara of Santideva.  Darbhanga: Mithila Institute, 1960. (Buddhist Sanskrit Texts, 12)",
IE0GR0357,"Santideva: Siksasamuccaya, analytic text",T3281,Śikṣāsamuccaya,Śāntideva,P6161,,gretil/1_sanskr/6_sastra/3_phil/buddh/sanssr_au.htm,#SantSs,Mirek Rozehnahl,<not_specified>,Analytic text
IE0GR0358,"Santideva: Siksasamuccaya, plain text",T3281,Śikṣāsamuccaya,Śāntideva,P6161,,gretil/1_sanskr/6_sastra/3_phil/buddh/sanssr_pu.htm,#SantSs,Mirek Rozehnahl,<not_specified>,Plain text
IE0GR0359,"Santideva: Siksasamuccaya, 1",T3281,Śikṣāsamuccaya,Śāntideva,P6161,,gretil/1_sanskr/6_sastra/3_phil/buddh/sanss01u.htm,#SantSs,Jens Braarvig (Oslo) Converted by Richard Mahoney,<not_specified>,Par._01
IE0GR0360,"Santideva: Siksasamuccaya, 2",T3281,Śikṣāsamuccaya,Śāntideva,P6161,,gretil/1_sanskr/6_sastra/3_phil/buddh/sanss02u.htm,#SantSs,Jens Braarvig (Oslo) Converted by Richard Mahoney,<not_specified>,Par._02
IE0GR0361,"Santideva: Siksasamuccaya, 3",T3281,Śikṣāsamuccaya,Śāntideva,P6161,,gretil/1_sanskr/6_sastra/3_phil/buddh/sanss03u.htm,#SantSs,Jens Braarvig (Oslo) Converted by Richard Mahoney,<not_specified>,Par._03
IE0GR0362,"Santideva: Siksasamuccaya, 4",T3281,Śikṣāsamuccaya,Śāntideva,P6161,,gretil/1_sanskr/6_sastra/3_phil/buddh/sanss04u.htm,#SantSs,Jens Braarvig (Oslo) Converted by Richard Mahoney,<not_specified>,Par._04
IE0GR0363,"Santideva: Siksasamuccaya, 5",T3281,Śikṣāsamuccaya,Śāntideva,P6161,,gretil/1_sanskr/6_sastra/3_phil/buddh/sanss05u.htm,#SantSs,Jens Braarvig (Oslo) Converted by Richard Mahoney,<not_specified>,Par._05
IE0GR0364,"Santideva: Siksasamuccaya, 6",T3281,Śikṣāsamuccaya,Śāntideva,P6161,,gretil/1_sanskr/6_sastra/3_phil/buddh/sanss06u.htm,#SantSs,Jens Braarvig (Oslo) Converted by Richard Mahoney,<not_specified>,Par._06
IE0GR0365,"Santideva: Siksasamuccaya, 7",T3281,Śikṣāsamuccaya,Śāntideva,P6161,,gretil/1_sanskr/6_sastra/3_phil/buddh/sanss07u.htm,#SantSs,Jens Braarvig (Oslo) Converted by Richard Mahoney,<not_specified>,Par._07
IE0GR0366,"Santideva: Siksasamuccaya, 8",T3281,Śikṣāsamuccaya,Śāntideva,P6161,,gretil/1_sanskr/6_sastra/3_phil/buddh/sanss08u.htm,#SantSs,Jens Braarvig (Oslo) Converted by Richard Mahoney,<not_specified>,Par._08
