RecordId,Parent,Reference,Start Date,End Date,Language Codes,Script Codes,MDARK,Scope & Content,Width (cm),Height (cm),Sibling Order,Title,Newari Date,Fragmentary,rKTs Number,Topic/Related Deity,Genre,IdenticalTo
040-002851195,032-002851194,EAP676/2/1,1600,1999,san,Newa,ark:/81055/vdc_100023625596.0x00001c,This a Dhāraṇī mantra text attributed to goddess Pratyangira. Its language is Sanskrit  and script is Pracalit Newārī. It has 24 folios written on modern paper folios. It has 24 folios which are complete. The size of each folio is 18.5 x 6.5 cm.,18.5,6.5,1,Āryasarvatathāgatoṣṇisa Sitātapatrānāmaparājitā Pratyaṅgīrā Mahāvidyārajñī,,,,T1KG89007,,
040-002851204,032-002851194,EAP676/2/10,1600,1999,san,Deva,ark:/81055/vdc_100023625596.0x000025,This is a Hindu text recited and explained for 10 days during mourning of a deceased family member. This is a complete text. It has 87 folios written with Devanagari scripts. Folios are yellow smeared. Size of the folio is 27 x 13 cm. Condition is very good.,27,13,10,Garud Purāṇa Preta Kathā,,,,,,
040-002851205,032-002851194,EAP676/2/11,1600,1999,san,Newa,ark:/81055/vdc_100023625596.0x000026,This is misc Buddhist Mantra manuscript. It is written on very modern machine made paper folios. Folio is this and fragile. On the first folio place for miniature is left blank. It has 4 folios written in Pracalit Newārī script. Folios other than 1 to 4 are missing. The text is readable.,,,11,Mantra [Misc]@en,,,,,,
040-002851206,032-002851194,EAP676/2/12,1600,1999,san,Newa,ark:/81055/vdc_100023625596.0x000027,Outlook of the manuscript is very old. Folios other than 1 are missing. This manuscripts is written in Pracalit Newārī. Its size is 20 x 2.5 cm.,20,2.5,12,Mārici Mantra,,,,,,
040-002851207,032-002851194,EAP676/2/13,1600,1999,san,Newa,ark:/81055/vdc_100023625596.0x000028,This is a ritual text. Only colohon page is available. Its language is Sanskrit and script used to write it is Pracalit Newārī. The folio is yellow smeared. Its size is 20.5 x 6.5 cm.,20.5,6.5,13,Vidhi,,,,,,
040-002851208,032-002851194,EAP676/2/14,1600,1999,san,Deva,ark:/81055/vdc_100023625596.0x000029,"This is the Stotra of Hārati Devi, a goddess associated with wel-being of Children in Nepal.This text was written in 1044 Nepal Samvat (1933 CE). It has 1 folio written on machine made paper. It has Devanagari script. Its size is 20.5 x 6.5 cm.",20.5,6.5,14,Hārati Stotra,,,,,T67,
040-002851209,032-002851194,EAP676/2/15,1600,1999,san,Beng,ark:/81055/vdc_100023625596.0x00002a,This is the Hindu epic of Mahābhārat written in Bāṅglā script. It looks very old but the date is nowhere mentioned in the manuscript. Paper folios are thin and fragile. Some folios are damaged. This Mahābhārata has 131 folios. Still some are missing.,,,15,Mahābhārata,,,,T1KG89007,,
040-002851210,032-002851194,EAP676/2/16,1600,1999,zxx,Zxxx,ark:/81055/vdc_100023625596.0x00002b,"Generally, Nepalese manuscripts have covers. They are either metal or wooden. They are significant because they are painted with miniatures of Buddhist deities. Here are 2 pieces of wooden Mss. covers with excellent paintings. Its size is 22 x 8.5 cm. The fist cover has Lokesvara mantra in Tibetan. Its inner side is decorated with 3 tantric deities painted by a Newar artist. In the second cover, the inner part is decorated with Buddha, Dharma and Sangha. The second is a little damaged in the upper right corner.",22,8.5,16,Wooden covers@en,,,,,T00KG03985,
040-002851211,032-002851194,EAP676/2/17,1600,1999,san,Deva,ark:/81055/vdc_100023625596.0x00002c,Aṣṭamātrikā is the eight mother goddesses who are assigned a very  respected position in the religious behaviour of the Newār people.  This manuscript is the Maṇḍala of the mother goddess used to perform rituals associated with them. The paper size is 11 x 11.5 cm. Script is Devanāgarī written in Sanskrit,11,11.5,17,Aṣṭamātrikā Maṇḍala,,,,,,
040-002851212,032-002851194,EAP676/2/18,1600,1999,san,Deva,ark:/81055/vdc_100023625596.0x00002d,This is a Hindu text related to deity Durga. It is a Yantra drawn on Nepali handmade paper. Its size is 16 x 16 cm,16,16,18,Durgādhāraṇa Yantra,,,,T1KG89007,,
040-002851213,032-002851194,EAP676/2/19,1600,1999,san,Deva,ark:/81055/vdc_100023625596.0x00002e,This is a diagram of Maṇḍala painted on both sides of the paper supplemented by various mantras in Sanskrit. This Maṇḍala is required during ritual worship. It has been a part of Hindu ritual worships. Its size is 17 x 15.,17,15,19,Mantra and Maṇḍala,,,,T1KG89007,,
040-002851196,032-002851194,EAP676/2/2,1600,1999,new,Deva,ark:/81055/vdc_100023625596.0x00001d,"This manuscript has only 1 folio. It is the astronomical text. Folios are thick made up of Nepali paper. It mentions about protection from planets such as Shani and Rahu. Maṇḍala like diagrams of Rahu, Shani and Ketu are drawn that are adviced to to write on birch bark folios to make an amulet for the protection from those planets. This is the 14th folio. All thers folios are lost. Total number of folios of this text is also unknown. Its size is 23 x 10 cm.",23,10,2,Graha Yantra,,,,,,
040-002851214,032-002851194,EAP676/2/20,1600,1999,san,Deva,ark:/81055/vdc_100023625596.0x00002f,This is a Hindu text related to deity Durga. It is a Yantra drawn on Nepali handmade paper. Its size is 22.5 x 33 cm. It has only one folio.,22.5,33,20,Durgādhāraṇa Yantra,,,,T1KG89007,,
040-002851215,032-002851194,EAP676/2/21,1600,1999,san,Deva,ark:/81055/vdc_100023625596.0x000030,It is a Dhāraṇa Maṇḍala or Yantra. Script used in it is Devanāgarī.,,,21,Govinda Dhāraṇa Yantra,,,,,,
040-002851216,032-002851194,EAP676/2/22,1600,1999,san,Deva,ark:/81055/vdc_100023625596.0x000031,This is a manuscript of Pujā vidhi for Maṇḍap. Its size is 22.5 x 19. It is a ritual text. It has one big folio but digitized in six parts. Mantra and other texts written so far are in Devanāgarī in Sanskrit  language.,22.5,19,22,Maṇḍapa Vāstu Pujā Vidhi,,,,,,
040-002851217,032-002851194,EAP676/2/23,1600,1999,san,Deva,ark:/81055/vdc_100023625596.0x000032,This manuscript has different types of yantra sketches'. It has two folios of sketches. Mantras are written in Sanskrit . It is very attractive and spectacular. This Yantra is used in Pujā and other rituals.,,,23,"Maṇḍala, Yantra",,,,,,
040-002851218,032-002851194,EAP676/2/24,1600,1999,san,Deva,ark:/81055/vdc_100023625596.0x000033,An unknown yantra or Maṇḍala is drawn on Haritāla smeared yellow hard paperṬhis yantra is dedicated to Kṛṣṇa and Bhāgvat Purāṇa. It is a big folio of 37 x 37 cm in size. What ever writing has been done is in Devanāgarī script in Sanskrit  language.,37,37,24,Deva Maṇḍala,,,,,,
040-002851219,032-002851194,EAP676/2/25,1600,1999,san,Deva,ark:/81055/vdc_100023625596.0x000034,The single folio manuscript is a sketch of Maṇḍapa Vāstu Cakra. Writing is done in Sanskrit . It is a big folio of 37 x 36 cm in size.,37,36,25,Maṇḍapa Vāstu Cakra,,,,,,
040-002851220,032-002851194,EAP676/2/26,1600,1999,san,Deva,ark:/81055/vdc_100023625596.0x000035,"This text deals with protecting religion. It has 2 folios written in Hindi language. Folios 1 and 15 are intact, however other folios are missing. Its size is 26 x 13 cm. Its subject is religion.",26,13,26,Saddharma Samrakṣaṇa,,,,,,
040-002851221,032-002851194,EAP676/2/27,1600,1999,san,Deva,ark:/81055/vdc_100023625596.0x000036,This Mss has 5 folios which are quite old and partly damaged. It is a literary text written in Devanāgarī script. Its language is Sanskrit .Its size is 24 x 9 cm.,24,9,27,Rasagaṅgādhara,,,,,,
040-002851222,032-002851194,EAP676/2/28,1600,1999,san,Deva,ark:/81055/vdc_100023625596.0x000037,This manuscript deals with Sanskrit  grammar. It is a big size manuscript which is 37 x 15 cm. It has 4 folios only and incomplete. Its language is Sanskrit  and script is Devanāgarī.,37,15,28,Laghu Śabdendu Śekhara,,,,,,
040-002851223,032-002851194,EAP676/2/29,1600,1999,san,Deva,ark:/81055/vdc_100023625596.0x000038,It has only one folio written in Sanskrit. It is a Stotra text written on paper in Sanskrit. It is partly damaged. Its size is 19 x 8.5.,19,8.5,29,Kārta Vīrya Kavaca,,,,,,
040-002851197,032-002851194,EAP676/2/3,1916,1916,san,Newa,ark:/81055/vdc_100023625596.0x00001e,It is a Sutra rext written in Sanskrit using Pracalit Newārī script. It has 19 folios. Size of the folios is 18.5 x 6.5. This manuscript was copied by śrī Samayananda in Nepal Samvat 1036 (1925 CE). Folio 1 bears the miniature of Amoghapāśa Bodhisattva drawn in black and white format. This manuscript is written on paper folios and the text is complete.,18.5,6.5,3,Ārya Amoghapāśa nāma Hṛdaya Mahāyāna Sūtraṃ,1036 NS,,K676?,,,
040-002851224,032-002851194,EAP676/2/30,1600,1999,san,Deva,ark:/81055/vdc_100023625596.0x000039,Vyādhikaraṇa Cintāmaṇī has 6 folios written in Devanāgarī script. Its language is Sanskrit. Its size constitutes 32.5 x 7 cm.,32.5,7,30,Vyādhikaraṇa Cintāmaṇī,,,,,,
040-002851225,032-002851194,EAP676/2/31,1600,1999,san,Deva,ark:/81055/vdc_100023625596.0x00003a,This manuscript is fragmentory. It has only 2 folios. It is a literary text. Writing is fine and is in good condition. Its size is 32.5 x 7 cm.,32.5,7,31,Niruktī Śiromaṇī,,x,,,,
040-002851226,032-002851194,EAP676/2/32,1600,1999,san,Deva,ark:/81055/vdc_100023625596.0x00003b,"The title of this manuscript is not known. Although folios are identical, they are mixed fragments. It has 6 folios 32.5 x 7 in size. Its script is Devanāgarī and language is Sanskrit .",32.5,7,32,Unknown title - Mixed Mss@en,,x,,,,
040-002851227,032-002851194,EAP676/2/33,1600,1999,san,Deva,ark:/81055/vdc_100023625596.0x00003c,These folios are unknown. It has only 2 folios of 37.5 x 7 in size. It is a Sanskrit  manuscript written in Devanāgarī script.,,,33,Unknown folios@en,,,,,,
040-002851228,032-002851194,EAP676/2/34,1600,1999,san,Deva,ark:/81055/vdc_100023625596.0x00003d,Folios from different types of manuscripts are collected here.  Its language is Sanskrit. Manuscript written in Devanāg has 15 folios,,,34,Mixed Fragments@en,,x,,,,
040-002851229,032-002851194,EAP676/2/35,1600,1999,san,Deva,ark:/81055/vdc_100023625596.0x00003e,It is a manuscript of Brahmāṇḍa Maṇḍala. It has one folio but is is very big in size. Its actual measured size is 74.5 x 65 cm.,74.5,65,35,Brahmāṇḍa Maṇḍala,,,,,,
040-002851230,032-002851194,EAP676/2/36,1600,1999,san,Deva,ark:/81055/vdc_100023625596.0x00003f,It is a text of procedures of Yoga. Its subject matter is Yoga. It is very fagile manuscript written on modern thin paper. It is a Sanskrit  manuscript in Devanāgari script. Its size depicts 27.5 x 18 cm,27.5,18,36,Ṣasṭī Yoga Vidhi,,,,,,
040-002851198,032-002851194,EAP676/2/4,1904,1904,san,Newa,ark:/81055/vdc_100023625596.0x00001f,"This is a Tārā Stotra text. It has 21 verses that praise Tārā. It is written on modern thin paper, thus seems very fragile. It has 21 folios in Sanskrit. The script is Pracalit Newārī. Its size is 20.5 x 7 cm. This manuscript is complete.",20.5,7,4,Ārya Tārā Bhaṭṭārikāyā NamasttoTārā Satakaṃ,1024 NS,,,T619,,
040-002851199,032-002851194,EAP676/2/5,1600,1999,san,Newa,ark:/81055/vdc_100023625596.0x000020,This Dhāraṇī mantra of prajñāpāramitā has 4 folios written in Bhujimola script. This is the complete text. It is also called the Wisdom Mantra. Each folio is of 18 x 6.5 cm in size.,18,6.5,5,Ārya Pañcaviṁśatikā Prajñāpāramitā Mantra nāma Dhāraṇī,,,,,T933,
040-002851200,032-002851194,EAP676/2/6,1600,1999,san,Newa,ark:/81055/vdc_100023625596.0x000021,This manuscript of Pañcarakṣā Sūtra has 30 folios. Some folios are damaged probably by rats. It looks quite old. Its size is 23 x 6.5 cm. This is an incomplete manuscript.,23,6.5,6,Pañcarakṣā Sūtrāṇī,,,T1946,,T933,1
040-002851201,032-002851194,EAP676/2/7,1652,1846,san;new,Newa,ark:/81055/vdc_100023625596.0x000022,"This is the book of miscellanous rituals written in both Sanskrit  and Newārī languages. It is a folded book. Chandra man joshi and others are its scribes. Three dates nepal Samvat 772 (1661 CE), 794 (1683 CE) and 966 (1855 CE) are noticed in the text. It means that the text was started to write in Nepal Samvat 772 and additions were made in the later dates. Writing looks very old. It has 70 folios. Its script is Pracalit Newārī. Texts are both in Sanskrit  and Newārī languages. It is damaged by insects but still readable. The size of the book is 21.5 x 8 cm.",21.5,8,7,Karmakāṇḍa,"772 NS, 794 NS, 966 NS",,,,,
040-002851202,032-002851194,EAP676/2/8,1600,1999,san;new,Newa,ark:/81055/vdc_100023625596.0x000023,"This is a Hindu tantra text. It intends to protect. It has 45 folios written in Sanskrit  and Newārī languages. Script is Pracalit Newārī. Its size is 18 x 8. Wwriting is very bad. However, there a number of sketches such as auspicious signs, Cakra, Maṇḍala, diagrams, numerical tables, amulets, Aṣṭamatrikā Maṇḍalas, etc.",18,8,8,Śrī Ugracaṇḍeśvarī tantra Mohinīśvara Samvada,,,,T1KG89007,,
040-002851203,032-002851194,EAP676/2/9,1600,1999,san,Deva,ark:/81055/vdc_100023625596.0x000024,This Tantra is a Hindu Śaiva text. It has 46 folios and complete. Its script is Devanāgarī and language is Sanskrit . It was written in Nepal Samvat 963 (1852 CE).The size oof the folio is 30 x 9.,30,9,9,Rudrayāmala Tantra,963 NS,,,T1KG89007,,
040-002851232,032-002851231,EAP676/3/1,1600,1999,san,Newa,ark:/81055/vdc_100023625596.0x000041,"This is a Dhāraṇī text written on the 'Nīla Patra' (literally: the blue paper) paper folios with yellow ink. However, some other texts written on 'Nila Patra' such as the Pañcarakṣā sūtra or prajñāpāramitā sūtra are written with gold or silver ink or both. It is in Sanskrit  and script is Pracalit Newārī. It has 15 folios. The size of the folios is 21.5 x 8 cm. this manuscript is now under the custory of Padmavarṇa mahāyāna mahāvihāra in Lalitpur. this manuscript does not mention the name of the scribe. However, the presiding monk at the Vihāra is of opinion that the former Abbot Manjughosa himslef has written this manuscript. This manuscript along with some other in this collection are not properly arranged. This is an incomplete manuscript folio 2 is missing.",21.5,8,1,Hṛdaya Aparājitānāma Dhāraṇī,,,,,T933,
040-002851241,032-002851231,EAP676/3/10,1600,1999,san,Newa,ark:/81055/vdc_100023625596.0x00004a,Aṣṭamī Vrata is very popular religious ritual among the Newār Buddhists. This manuscript deals with the stories related to the Vrata. It is written in Pracalit Newārī script.Its sizeis : 33 x 11.5 cm . The geginning folio has very nice image of Avalokiteśvara.,33,11.5,10,Upoṣatha Vrata [Aṣṭamī Vrata],,,,,,
040-002851233,032-002851231,EAP676/3/2,1600,1999,san,Newa,ark:/81055/vdc_100023625596.0x000042,This Dhāraṇī manuscript is also written on Nīla Patra folios. It has 3 folios. It has complete text of the Dhāraṇī Mantra. The script is Pracalit Newārī. Its size is 21.5 x 8 cm. This is the Mantra of Āryāvalokiteśvara Bodhisattva (Newārī: Karuṇāmaya). This is a popular Dhāraṇī. Newār devotees recite during visits to the shrines of Karuṇāmaya.,21.5,8,2,Abhayaṅkari nāma Dhāraṇī,,,,T106,T933,
040-002851234,032-002851231,EAP676/3/3,1600,1999,san,Newa,ark:/81055/vdc_100023625596.0x000043,"This manuscript is a Dhāraṇī text. It is written on black smeared paper called 'Nīlapatra' .It is a Buddhist Dharaṇī written in Pracalit Newārī script.It is in a very good condition and a complete text. However, ink used so far is not permanent. Therefore, it needs to handle carefully. Its size is 21.5 x 7.5 cm.",21.5,7.5,3,Ārya Aparitā nāma Dhāraṇī,,,,,T933,
040-002851235,032-002851231,EAP676/3/4,1600,1999,san,Newa,ark:/81055/vdc_100023625596.0x000044,Cakrasaṁvara is a tantric deity in Vajrayāna Buddhism. This is the Sanskrit  mantra of the deity recited while worshipping  to please him. This text is written in Pracalit Newārī.,,,4,Cakrasaṃvara Dhāraṇī,,,,T423,T933,
040-002851236,032-002851231,EAP676/3/5,1943,1943,san,Newa,ark:/81055/vdc_100023625596.0x000045,"Prajñāpāramitā Sūtra is one of the most significant Sūtras. It has different versions base on its length. The longest one contains 100,000 verses in Sanskrit . This text has 8000 vesrses, thus called  'Aṣṭasāhasrikā Prajñāpāramita'. Its subject is 'śūnyatā' or voidness. This manuscript is copied by somebody Yogānanda. This text is written in Pracalit Newārī script. It was copied in NS 1063. The size of the folios is 23 x 10 cm.",23,10,5,Aṣṭasāhasrikā Prajñāpāramitā Sūtra,NS 1063,,,,,
040-002851237,032-002851231,EAP676/3/6,1600,1999,tib,Deva,ark:/81055/vdc_100023625596.0x000046,This is an unique manuscript found in a Vihāra or elsewhere in Nepal. It deals with 'Chu Pujā' of Svayambhū Caitya. It is unique in the sense that its language is Tibetan but script  is Devanāgarī. This is written by Ven. Mañju Śāsana. It describes about the Pujā procedures. Its size is 33 x 9.5 cm.,33,9.5,6,Svayambhū ya Chu Pujā Saphū,,,,,,
040-002851238,032-002851231,EAP676/3/7,1870,1870,san,Newa,ark:/81055/vdc_100023625596.0x000047,It a Sūtra of five proyective deities called 'Pañcarakṣā' It is written in Sanskrit  in Pracalit Newāri scripts. There is the tradition to recitation of this Sūtra among the Newār Buddhist. Still the five deities have lively culture in the Kathmandu valley. The text is venerated and recited on various occassions. This text was written in NS 990.,,,7,Pañcarakṣā Dhāraṇī,NS 990,,T1946,,T933,1
040-002851239,032-002851231,EAP676/3/8,1600,1999,san,Deva,ark:/81055/vdc_100023625596.0x000048,This is an Aṣṭamaṅgala (auspicious mantra) text. It is recited in every aucpicious moments in the Buddhist society. It is in Sanskrit.,,,8,Aṣṭamaṅgalāṣṭaka,,,,,,
040-002851240,032-002851231,EAP676/3/9,1600,1999,san,Newa,ark:/81055/vdc_100023625596.0x000049,Gaṇacakra is the Tantric feast. It is the text that is concerned with the Tantric feast. This is very important aspect of Tantric practices. This text discuses all about the tantric text. It is the Gāthā text.It is complete and nicely writtenin Pracalit Newārī script. The size of the folios is 16.5 x 11.5.,16.5,11.5,9,Gaṇacakra,,,,,,
040-002851243,032-002851242,EAP676/4/1,1600,1999,san,Newa,ark:/81055/vdc_100023625596.0x00004c,Hayagriva is a wrathful deity in Vajrayana Buddhism. This manuscript is the Dhāraṇī mantra of Hayagriva. Golden letters are written on black paper. But it is called Nīlaptra (literally -Blue paper). It has two beautiful miniatures of Buddha and Hayagriva. The text is incomplete. This manuscript is written in Pracalit Newārī. The size of the folios is 8.5 x 7 cm,8.5,7,1,Hayagriva Dhāraṇī,,,,,T933,
040-002851244,032-002851242,EAP676/4/2,1821,1821,san,Newa,ark:/81055/vdc_100023625596.0x00004d,It is folded book called 'Thyasaphu' (literally - the true book) in vernacular Newārī. It is a life cycle manual of the Buddhist Newārs.copied by a Vajrācārya from Hiraṇyavarṇa Mahāvihāra. It is a Sanskrit  manual written in Pracali Newārī script. This book is incomplete and partly damaged. The size of the folios is 20 x 7.5 cm,20,7.5,2,Daśa Kriyā Vidhi,NS 941,,,,,
040-002851245,032-002851242,EAP676/4/3,1600,1999,san,Newa,ark:/81055/vdc_100023625596.0x00004e,"This manuscript is used both by Hindus and the Buddhists. It contains rituals, Stotra, mantras and Sādhanās. It is a Sanskrit  text written in Pracalit Newāri script.It is in a good condition however, some folios are missing. Its size is 20.5 x 7.5 cm.",20.5,7.5,3,Devī Sāhasra nāma Kavaca Stotramālā,,,,,T67,
040-002851246,032-002851242,EAP676/4/4,1600,1999,san,Newa,ark:/81055/vdc_100023625596.0x00004f,This text is about polity called the Cāṇakya Nīti' (The strategies or policies of Chaṇakya). The main text is in Sanskrit  and interpretations are written in Nepālī language.It has fine writing. But the physical condition of the manuscript is not satisfactory. Some folios of this manuscript are missing. The size of folios is 20.5 x 8 cm.,20.5,8,4,Buddī Cāṇakya [Chanake],,,,,,
040-002851247,032-002851242,EAP676/4/5,1600,1999,san,Newa,ark:/81055/vdc_100023625596.0x000050,"This birch bark manuscript comes from early medieval period in Nepal that is around 10th century written in old Newārī. Its title is not known. Being very old, folios are fragile. Folio size id 24 x 5 cm. Originally both sides were written with text. However, in modern times, one side of each folio has been replaced with miniature with old looks. Anyway, this is still an important manuscript.",24,5,5,Painted Fragments of Tādpatra@en,,x,,,,
040-002851248,032-002851242,EAP676/4/6,1600,1999,zxx,Zxxx,ark:/81055/vdc_100023625596.0x000051,"These birch bark folios contain miniature paintings of five Transcendental Buddhas, Tāra and other Tantric deities. It represents typical and fine Newār art of Kathmandu valley. Newār art itself has greater influence of  Pāla art of Beṅgāl. The size of the folio is 31 x 5.5 cm.",31,5.5,6,Paintings of Five Buddhas and Tantric Deities@en,,,,,T00KG03985,
040-002851249,032-002851242,EAP676/4/7,1600,1999,zxx,Zxxx,ark:/81055/vdc_100023625596.0x000052,"The three folios of birch bark contain paintings of various Buddhist deities on one side of each folio. Although folios are partly damaged, paintings are exceptionally beautiful. This is typical Newār art. It looks old. The folio are from the medieval period, however, paintings are recently done which were paintited in a way to give old look. It has altogether nine very beautiful paintings. The size of each folio is 26.5 x 4.5 cm.",26.5,4.5,7,Paintings of Tantric Deities etc@en,,,,,T00KG03985,
040-002851251,032-002851250,EAP676/5/1,1600,1999,new,Newa,ark:/81055/vdc_100023625596.0x000054,This manuscript deals with polity. This has been a very popular text in the Indian sub-continent. It is written in the Newārī language. The script used is Pracalit Newārī. It is in a good condition. Some of the folios have been missing. Folio size is 20 x 8 cm.,20,8,1,Cāṇakyasāra Saṃgraha,,,,,,
040-002851252,032-002851250,EAP676/5/2,1600,1999,san,Newa,ark:/81055/vdc_100023625596.0x000055,It is a Pujā Vidhi (worship procedure) manual. But it is incomplete and partly damaged. This text is in Sanskrit  written with the Pracalit Newārī  script. The size is 20.5 x 8 cm,20.5,8,2,Tārā Pujā,,,,T619,,
040-002851253,032-002851250,EAP676/5/3,1600,1999,san,Deva,ark:/81055/vdc_100023625596.0x000056,This manuscript is the hymn of Goddess Tārā. Other folios are missing. This Stotra is recited in front of the goddess to appease her. This is one of the important and lively text for the Newārs of Kathmandu valley.,,,3,Tārā Stotra,,,K438,T619,T67,
040-002851254,032-002851250,EAP676/5/4,1600,1999,san,Newa,ark:/81055/vdc_100023625596.0x000057,This Stotra of Tāra also is fragmented. But very important to pray the goddess.,,,4,Tārā Stotra,,x,K438,T619,T67,
040-002851255,032-002851250,EAP676/5/5,1600,1999,san,Newa,ark:/81055/vdc_100023625596.0x000058,It is an Aparimitāyu Sūtra manuscript. But most part of the text is missing. Here are only two folios in this collection written in Pracalit Newāri script.,,,5,Aparimitā,,x,K668,,,
040-002851256,032-002851250,EAP676/5/6,1905,1905,san,Newa,ark:/81055/vdc_100023625596.0x000059,Nāmasaṁgīti is the text  to Mañjuśrī. It is a popular text in the Newār Buddhist society. This text is frequently recited. In the Newār  Buddhist society. His manuscript was copied in Mayūr Varṇa Mahāvihāra. This manuscript is complete.,,,6,Nāmasaṅgītī,NS 1025,,K360,,,
040-002851257,032-002851250,EAP676/5/7,1677,1677,san,Newa,ark:/81055/vdc_100023625596.0x00005a,Āryāvalokiteśvara is the Bodhisattva of compassion. He has prominent place in the lives of Newār Buddhists in the Kathmandu valley. Āryāvalokiteśvara Stotras are also recited on regular basis. There are several such stotras. This manuscript also contains several stotras composed by various composers of eminence. The stotras of Carapatipāda and Banaratna are considered very important by the devotees. Both the Stotras are contained in this manuscripts. This a Thyāsaphū style text. But some of the folios are missing in it. Its size id 24 x 9 cm.,24.9,,7,Śrīmad Āryāvalokiteśvara Vividha Stotraṃ,NS 797,,,T106,T67,
040-002851259,032-002851258,EAP676/6/1,1914,1914,san;new,Deva,ark:/81055/vdc_100023625596.0x00005c,Āryavalokiteśvara Stotra composed by Carapatipāda is very popular stotra of 'Karuṇāmaya'. Main text is in Sanskrit  followed by Newārī explanation. This stotra is written in Devanāgarī. Its size is 16 x 10 cm.,16,10,1,Āryāvalokiteśvarasya Carapati Stotra,NS 1034,,K1121?,T106,T67,3
040-002851260,032-002851258,EAP676/6/2,1600,1999,san,Ranj,ark:/81055/vdc_100023625596.0x00005d,Some mantras of Buddhas and Avalokiteśvara are writen in Rañjanā script. These are very important mantras. These are recited for religious purposes. Folio size is 16 x 10.,16,10,2,Mantra Saṃgraha,,,,,,
040-002851262,032-002851261,EAP676/7/1,1841,1841,san,Newa,ark:/81055/vdc_100023625596.0x00005f,"This is the Sūtra of fivefold protection. The five protective deities occupy important place in the religious lives of Newār Buddhists. It is the combination of five individual Sūtras attributed to each protective deity. These Sūtras discuss power and deeds of the deitiesṬhis manuscript is in very good condition.It is in Sanskrit  written in Pracalit Newārī script. As other similar manuscripts, it also has images of five protectress painted nicely on the beginning page of the each Sūtra. Each folio is of 34.5 x 9 cm in size.",34.5,5,1,Pañcarakṣā Sūtra,NS 961,,T1946,,T933,1
040-002851271,032-002851261,EAP676/7/10,1600,1999,san,Newa,ark:/81055/vdc_100023625596.0x000068,This is text describing twelve holy pilgrimages in the Kathmandu valley. There are 12 such holy plces where pujā rituals are performed and Buddhist texts are recited.This text discuses about worship procedures in those pilgrimages. It is a Sanskrit text written in Pracalit Newārī.,,,10,Dvādaśa Tīrtha Pujā Vidhi,,,,,,
040-002851272,032-002851261,EAP676/7/11,1947,1947,new,Deva,ark:/81055/vdc_100023625596.0x000069,This is a Sūtra text translated into Newārī and written in Devanāgarī. This Newāri version is in story type. Writing is very beautiful but the book itself is partly damaged. The paper quality is very low.,,,11,Guṇakāraṇḍavyūha Newārī Kathā,NS 1067,,,,,
040-002851273,032-002851261,EAP676/7/12,1947,1947,san,Deva,ark:/81055/vdc_100023625596.0x00006a,Nāmasaṁgīti is a Tantric text. It is written in Sanskrit. It is comple in six folios. Writing is excellent. Its size is 32 x 20 cm.,32,20,12,Nāmasaṅgīti,NS 1067,,K360,,,
040-002851274,032-002851261,EAP676/7/13,1947,1947,san,Deva,ark:/81055/vdc_100023625596.0x00006b,Several Stotras are collected in this text.Writing is good but paper quality is low.,,,13,"Śākyamūnī Stotra, Svayambhū Stotra, Ādibuddha Dvādaśa Stotra, Ārya Aparimitā nāma Dhāraṇī",NS 1067,,,,"T933,T67",
040-002851275,032-002851261,EAP676/7/14,1600,1999,new,Deva,ark:/81055/vdc_100023625596.0x00006c,It has two Stotras. These too are important. It is written in Newarī. Folios are partly damaged.,,,14,"Ṣaṭapāramitā Stotra, Kīrtikānta Stotra",,,,,T67,
040-002851276,032-002851261,EAP676/7/15,1948,1948,new,Deva,ark:/81055/vdc_100023625596.0x00006d,It is a Sūtra manuscript. The original Sūtra is in Sanskrit. This text is Newāri translation of the original Sūtra. This text was written by a Lhāsa Newār.,,,15,Lalitavistara Newārī Kathā,1068 NS,,K95?,,,
040-002851277,032-002851261,EAP676/7/16,1600,1999,san,Newa,ark:/81055/vdc_100023625596.0x00006e,It is a text of unknown Tantra.in fragments. It is in Sanskrit written with Pracalit Newārī script.,,,16,Tantra [Unknown]@en,,x,,,,
040-002851278,032-002851261,EAP676/7/17,1600,1999,san,Newa,ark:/81055/vdc_100023625596.0x00006f,There are ways to pacify bad planets. This manuscript describes how to pacify them and protect one from its bad sight. It is the Sanskrit  text written in Pracalit Newārī. It is just one folio and others are missing.,,,17,Graha Śānti,,,,,,
040-002851279,032-002851261,EAP676/7/18,1600,1999,san,Newa,ark:/81055/vdc_100023625596.0x000070,Pratyaṅgīrā is a Mahāvidyārajñī Dhāraṇī text. This is one of the popular Dhāraṇī among the Newār people in Nepal. This manuscript is fragmented. All other folios are missing except the first one.It looks very old. It is written in Pracalit Newārī script. Its size is 21.5 x 7 cm.,21.5,7,18,Pratyaṅgīrā,,x,,T1KG89007,,
040-002851280,032-002851261,EAP676/7/19,1600,1999,san,Newa,ark:/81055/vdc_100023625596.0x000071,It is a fragment of unknown manuscripts. It has one and a half folio. Texts remained in it has been faded out. The folio size is 17 x 7 cm.,17,7,19,Unknown Fragment@en,,x,,,,
040-002851263,032-002851261,EAP676/7/2,1922,1922,new,Newa,ark:/81055/vdc_100023625596.0x000060,It is a ritual text dealing with anniversary ritual of deceased family members. This manuscript is a folded book written in Pracalit Newārī script. It is a Newārī text.,,,2,Piṇḍa Kriyā,NS 1042,,,,,
