0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
MS-ADD-01657-00003,"A fragment of the Cāndravyākaraṇa of the Buddhist grammarian Candragomin with its most widespread and best known commentary, the Cāndravyākaraṇavṛtti, for a long time believed to be the work of Candragomin himself, but now generally attributed to an author called Dharmadāsa , of which nothing else is known (Dash 1986; Oberlies 1989). In this manuscript each sūtra (i.e. rule) is separated from the commentary to the previous sūtra by a double daṇḍa followed by a small blank and another double daṇḍa, thus facilitating their identification despite the poor condition of the folios. The fragment contains a portion of the first section (pāda, literally “quarter”) of the fifth chapter (adhyāya), starting at some place before rule 5.1.16, śenṅitoḥ, which is legible, though barely, on f. 1r4, followed by rules 17, jyāvraścapracchabhrasjāṃ, f. 1r4; 18, vaśas tiṅśity apiti, f. 1r5; and 19, vyaco ñṇityasi, f. 1v6. The first rule identified by Bendall (1883: 159), namely 5.1.21, liṭy aśver dvirukte, appears on f. 1v1. In the rest of the manuscript the following sūtras are legible, more or less clearly: 23, svapaḥ, 1v4; 24, caṅi, 1v4; 25, yaṅi, 1v5; 26, vyesyamoḥ, 1v5; 27, cāyaḥ kīḥ, 1v5]; 28, pres styaś ca tatavatoḥ, 1v6; 29, sprśadravamūrtyoḥ śyaḥ, 1v6; 30, prateḥ, 1v7; 34, pyāyaḥ pīḥ, 2r3; 36, liḍyaṅoḥ, 2r5; 37, vā śveḥ, 2r5; 39, hvaḥ, 2v1; 40, dvitve, 2v2; 41, na tasmin, 2v3; 42, liṭi, 2v4; 43, vayo yaḥ, 2v5; 44, ver apiti vā, 2v6; 45, lyapi ca, 2v6; 46, jyaḥ, 3r1; 47, vyaḥ, 3r1; 48, parer vā, 3r2; 49, eco śity āt_, 3r2; 50, aliṭi¦ vyaḥ, 3r4-3r5; 51, sphurisphulor ghañi, 3r5; 52, dīṅo ’kṅitsan (!) lyapi, 3r6; 53, mimyor akhalaci, 3r7; 54, liyo vā, 3v1; 55, apaguro ṇamuli, 3v3; 56, [-1-]sphuror ṇau, 3v4; 57, prajane viyaḥ, 3v4; 58, bhiyaḥ prajojakāt_ (!), 3v5; 59, smeś ca, 3v6; 60, krīṅjīnā (!), 3v7; 61, aṣṭivuṣvaskādeḥ ṣas saḥ (!), 4r2; 62, ṇo naḥ, 4r4; 63, yo vali lopaḥ, 4r5; (sūtra 64, ver anacaḥ is omitted, certainly due to a scribal mistake, as the commentary on rule 63 is incomplete but, after a daṇḍa, the text continues with the final part of the commentary on sūtra 64); 65, halas tipsipaḥ, 4r6; 66, soḥ, 4r7; 67, ṅyāpo dirghāt, 4r7; 68, eṅ hrasvāt sambuddhāv ataḥ, 4r8; 69, hrasvasyātiṅi piti tuk, 4v2; 70, phe (!), 4v4; 71, āṅmāṅah, 4v4; 72, dīrghasya, 4r5; 73, padāntasya vā, 4v5; 74, iko yaṇ aci, 4v6; 75, [eco ’yavāyāvaḥ] , 4v7. The last legible sutra is 5.1.76, yi pare ’vāvau on f. 4v7. The rest of the chapter, which comprises 142 sūtras, is lost. The manuscript is badly damaged, but the readable portions correspond quite closely to the printed edition of the Cāndravyākaraṇavṛtti (Chatterji 1965).","A fragment of the Cāndravyākaraṇa of the Buddhist grammarian Candragomin with its most widespread and best known commentary,",Cāndravyākaraṇavṛtti,,,Cāndravyākaraṇavṛtti,Cāndravṛtti,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01657-00003,palm_leaf,1301,1500,1000132,Nepal.,nepālākṣarā,san,5,"30,5",2,2
MS-ADD-01648,A palm-leaf manuscript of the Sādhanasamuccaya.,A palm-leaf manuscript of the Sādhanasamuccaya.,Sādhanasamuccaya,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01648,palm_leaf,,,,,bengali,san,5,33,,
MS-ADD-01686,"This incomplete palm-leaf manuscript from the twelfth century is among the earliest ones preserving the Sādhanamālā, an extensive collection of rituals dedicated to various divinities of the Buddhist pantheon. It is one of the eight codices used by B. Bhattacharya for the editio princeps of this text published in 1925-1928.","This incomplete palm-leaf manuscript from the twelfth century is among the earliest ones preserving the Sādhanamālā, an extensive",Sādhanamālā,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01686,palm_leaf,,,1000132,Nepal.,nepālākṣarā,san,,"28,5",,2
MS-ADD-01680-00008-00001,"This fragmentary palm-leaf manuscript of a Dhāraṇīsaṃgraha is part of a bundle of a few manuscripts (Add.1680.8), all seemingly composed of collections of dhāraṇīs. Three different manuscripts, all from around the 12th-13th century, have been tentatively identified on the basis of the (often deficient) foliation and of the layout (string hole in a square blank space, string hole in a column-like blank space or an alternation of the two). Further research might shed more light on the subdivision of the whole manuscript bundle. This identified manuscript has 15 folio. The foliation of some of them is repeated; therefore, they might have originally belonged to different manuscripts. Two folios are beautifully illuminated.","This fragmentary palm-leaf manuscript of a Dhāraṇīsaṃgraha is part of a bundle of a few manuscripts (Add.1680.8), all seemingly",Dhāraṇīsaṃgraha,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01680-00008-00001,palm_leaf,,,1000132,Nepal.,nepālākṣarā,san,5,28,3,"8,5"
MS-OR-00715-00004,"This fragmentary palm-leaf manuscript is part of a bundle of a few manuscripts (Or.715), all seemingly composed of collections of Buddhist stotras. Five different manuscripts, all from around the 12th-13th century, have been tentatively identified on paleographical and codicological grounds. Further research might shed more light on the subdivision of the whole manuscript bundle. A surviving colophons refers to the Avalokiteśvarabhaṭṭārakasya Khasarpaṇastotra."," This fragmentary palm-leaf manuscript is part of a bundle of a few manuscripts (Or.715), all seemingly composed of collections",Śrīmatāryāvalokiteśvarabhaṭṭārakasya Khasarpaṇastotram,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-OR-00715-00004,palm_leaf,1101,1300,1000132,Nepal.,,san,"4,3","27,2","2,5",7
MS-OR-00158-00002,A palm-leaf manuscript of the Buddhakapālatantra.,A palm-leaf manuscript of the Buddhakapālatantra.,Buddhakapālatantra,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-OR-00158-00002,palm_leaf,,,7032812,Nepal.,nepālākṣarā,san,,,,
MS-ADD-01590,A paper manuscript of the Kalpadrumāvadānamālā.,A paper manuscript of the Kalpadrumāvadānamālā.,Kalpadrumāvadānamālā,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01590,paper,,,,,nepālākṣarā,san,11,35,,
MS-ADD-01472,"This quite recent manuscript (18th or 19th century) contains the Vṛṣṭicintāmaṇi, a ""charm for rain in 34 numbered sections or stanzas"" (Bendall 1883: 103), composed by Rāja Jayapratāpa Malla (1641-1674). In this stotra (""poem of praise""), the heroic śaiva king claims mastery of the Buddhist world by descending into the sancta sanctorum of the great Buddhist stūpa of Svayambhū and by besting the nāgas in order to bring rain to a drought-stricken country."," This quite recent manuscript (18th or 19th century) contains the Vṛṣṭicintāmaṇi, a ""charm for rain in 34 numbered sections",Vṛṣṭicintāmaṇi,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01472,paper,1701,1900,1000132,Nepāl.,naipālanāgarī,san,"9,5","21,5","5,4",16
MS-OR-00716-00001,A partial palm-leaf manuscript of an unidentified Buddhist Tantric work.,A partial palm-leaf manuscript of an unidentified Buddhist Tantric work.,Unidentified Buddhist Tantric Work@en,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-OR-00716-00001,palm_leaf,,,1000132,Nepal.,nepālākṣarā,san,,,,
MS-ADD-00994,A palm-leaf manuscript of the Vyāsakāra with a Sinhala commentary.,A palm-leaf manuscript of the Vyāsakāra with a Sinhala commentary.,Vyāsakāra with a Sinhala commentary@en,,,Vyāsakāra,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-00994,palm_leaf,,,,,sinhala,san,6,38,,
MS-ADD-00864,"A masterfully crafted 17th-century Nepalese accordion book, completely consisting of polychrome drawings, for a total of one-hundred and forty-four illuminated pages of an extremely vivid grace and an exuberant, expressionistic character. The paintings represent stories of both sacred and secular nature, often narrated along multiple pages, sometimes divided in two or three frames with the story evolving and the movement shifting from one composition to another. The stories are mostly taken from Brahmanical sources (the Bhāgavatapurāṇa, the Mahābhārata, the Rāmāyaṇa and the Vetālapañcaviṃśati) with the exception of ""the Buddhist Kinnarī Jātaka, a subject of abiding interest in Nepal. (Pal 1978: 98)"" The pictures are often endowed with captions in Sanskrit, sometimes mixed with Newari words, in Nepālākṣarā script. Some folios display representations of some of the Mahāsiddhas, while others show horses from the Aśvaśāstra and sevaral scenes with various animals. This comparatively rare typology of manuscript, completely given over to pictures, is usually dubbed as Kalāpustaka. Some other instances of thoroughly illuminated books are known from Nepal, but only a manuscript from the National Art Gallery at Bhadgaon matches the present manuscript in beauty and elaboration. The date of the present manuscript is established on both paleographical and iconographical grounds on the basis of close similarities to the Bhatgaon manuscript, which is dated 1594 CE. As Pal (1967: 32) argues, ""considering the richness and superb qualities"" of its paintings, it is likely that this manuscript has ""been a royal commission, probably of king Jayajitāmitramalla around the year A.D. 1600.""","A masterfully crafted 17th-century Nepalese accordion book, completely consisting of polychrome drawings, for a total of",Kalāpustaka,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-00864,paper,1575,1625,1000132,Nepal.,nepālākṣarā,san,"7,3","22,3",4,
MS-ADD-01643,"An 11th-century composite and multi-text manuscript containing three texts: Rāhulabhadra 's Prajñāpāramitāstotra, the Aṣṭasāhasrikā Prajñāpāramitā and the Vajradhvajapariṇāmanā. The ""Perfection of Wisdom in Eight Thousand Lines"" (Aṣṭasāhasrikā Prajñāpāramitā) is one of the earliest Mahāyāna scriptures. This foundational sūtra of Mahāyāna Buddhism developed gradually over a period of about two hundred years, from the first century BCE to the first century CE (some of its earliest recensions were translated into Chinese during the Han dynasty, 206 BC – 220 CE). There is still no scholarly consensus as to the provenance of the text, but the most widespread view is that it was probably written in central or southern India. The ""Perfection of Wisdom in Eight Thousand Lines"" presents its doctrine in the form of a dialogue between the Buddha and one of his disciples, the arhat Subhūti. In this dialogue ""the principal ontological message (message concerning what ultimately exists) […] is an extension of the Buddhist teaching of not-Self to equal no essential unchanging core, therefore no fundamentally real existence, as applied to all things without exception"" (Williams 2009; 52). This sūtra belongs to the early stratum of the so-called ""Perfection of Wisdom (prajñāpāramitā) literature,"" subsequently expanded between the second and fourth centuries CE into other huge scriptures, for instance the ""Perfection of Wisdom in One Hundred Thousand Lines"" (the Śatasāhasrikāprajñāpāramitā). The ""Perfection of Wisdom in Eight Thousand Stanzas"" enjoyed a central role in the Buddhist cult of the book, and particularly in Newar Buddhism. ""This Nepalese palm-leaf manuscript of the Aṣṭasāhasrikā Prajñāpāramitā is a unique item under many aspects. It is an important historical document that provides valuable information about the dynastic history of medieval Nepal. According to the colophon, it was written by a scribe named Sujātabhadra in 1015 CE during the joint reign of three kings, Bhojadeva , Rudradeva and Lakṣmīkāmadeva in the Hlāṃ vihāra (on the joint reign of these three kings cf. Petech 1984: 36-9). The identification of this monastery is still open: according to L. Petech it might be a misreading for Hloṃ, and is ""perhaps connected with present-day Lhom Hit in Tangal Tol, Patan"" (Petech 1984: 36-7); on the other hand, J. Locke identifies it with the Lām Bāhā in Kathmandu (Locke 1985: 421). Moreover, it is decorated with 85 miniatures occurring at chapter ends and at the beginning of the entire manuscript (probably the miniatures were originally 88, since the first palm-leaf folio is missing and has been replaced with a paper supplement). The subjects of these miniatures 'are in general different from their Indian Pāla counterparts. Apart from the last eight on the colophon folio […] they are all of specific iconographic representations of the Buddha or Bodhisattvas or other divinities, or of important stūpas or caityas. The majority of places designated are in eastern India, but there are some from far off places-China, Java, Ceylon, Gujarat, southern India' (Losty 1992: 31). Moreover, the manuscript contains notes for the illuminator added by the first scribe, each of which describes the Buddha or the Bodhisattva and the location to be depicted in the miniature. The importance of this manuscript is furthermore confirmed by an additional colophon in verses, added in 1139 by a certain Karuṇavajra , who states that he rescued the Prajñāpāramitā from falling in the hands of unbelievers (most probably, people of Brahmanical affiliation). Last but not least, the last folio of this manuscript is the only surviving witness of the Sanskrit original of the Vajradhvajapariṇāmanā, a short hymn hitherto considered to have survived only in its Tibetan translation, the (’Phags pa) Rdo rje rgyal mtshan gyi yongs su bsngo ba "" (Formigatti 2014: 14). The Vajradhvajapariṇāmanā is fully transcribed in the excerpts. This item was included in the Library’s 600th anniversary exhibition Lines of Thought: Discoveries that changed the world ."," An 11th-century composite and multi-text manuscript containing three texts: Rāhulabhadra 's Prajñāpāramitāstotra, the Aṣṭasāhasrikā","Prajñāpāramitāstotra, Aṣṭasāhasrikā Prajñāpāramitā, Vajradhvajapariṇāmanā",K12,,Prajñāpāramitāstotra,"Nirvikalpastuti,Nirvikalpastava,Prajñāpāramitādevyā Ekaviṃśatistotra,Prajñāpāramitaikaviṃśatistotra,Shes rab kyi pha rol tu phyin pa'i bstod pa,Rnam par mi rtog pa'i bstod pa",https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01643,mixed,,,,,,,"5,5",,,
MS-ADD-01706-00001,A palm-leaf manuscript of the Khaḍgapūjāvidhi.,A palm-leaf manuscript of the Khaḍgapūjāvidhi.,Khaḍgapūjāvidhi,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01706-00001,palm_leaf,,,,,nepālākṣarā,san,4,18,,
MS-ADD-01693,A palm-leaf manuscript of the Aṣṭasāhasrikā Prajñāpāramitā.,A palm-leaf manuscript of the Aṣṭasāhasrikā Prajñāpāramitā.,Aṣṭasāhasrikā Prajñāpāramitā,K12,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01693,palm_leaf,,,,,pāla,san,6,43,,
MS-OR-00722-00004,"A single palm-leaf folio of an unidentified work. This fragment seems to contain the beginning of a Buddhist tantric text, as the initial invocation reads ""oṃ namaḥ cakrasamvārāya"". Only one side is written.","A single palm-leaf folio of an unidentified work. This fragment seems to contain the beginning of a Buddhist tantric text,",Unidentified fragment@en,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-OR-00722-00004,palm_leaf,,,,,nepālākṣarā,san,,,,
MS-ADD-01580,A palm-leaf manuscript of the Śambūkāvadāna.,A palm-leaf manuscript of the Śambūkāvadāna.,Śambūkāvadāna,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01580,palm_leaf,,,1000132,Nepal.,nepālākṣarā,san,4,26,,
MS-ADD-02121,"This manuscript is the only known copy of the Dhātupārāyaṇa of Pūrṇacandra, a commentary on the Dhātupāṭha of the Cāndravyākaraṇa, listing the verbal roots of the Sanskrit language accompanied by concise meaning entries. As noted by Liebich (1902), who used this manuscript for his edition of the Cāndra Dhātupāṭha, in the extant portion of the work the treatment of the roots of each of the ten verbal classes (gaṇas) is confined to the present tense, called with the artificial term laṭ in the Cāndra and Pāṇinian terminology. The term appears in fact in the section rubrics of the manuscript. Liebich also remarks that the commentary shows traces of the influence of other Dhātupāṭha traditions (Pāṇini and Kātantra) despite Pūrṇacandra’s affiliation to the Cāndra school, which is shown e.g. by the form of the pratyāhārasūtras found at the beginning of the work. The bundle also contains three additional folios, of seemingly related content, whose connection with the rest of the work is uncertain. The Dhātupārāyaṇa is as yet unpublished. According to Liebich (1895, p. 7) and, more recently, Verhagen (1994, p. 110 and 119), Pūrṇacandra’s work was known to the Tibetan grammatical tradition and was used by native translators of the Cāndra Dhātupāṭha. Nothing is known of Pūrṇacandra, but he is mentioned as the author of the Śabdalakṣaṇavivaraṇapañjikā, also unpublished, possibly a sub-commentary on the Cāndravyākaraṇapañjikā of Ratnamati (cf. Add.1657.1), which is preserved in a single 12th-century manuscript in the Kaiser Library in Kathmandu (see the online catalogue of NGMCP, reel no. C 82-7)."," This manuscript is the only known copy of the Dhātupārāyaṇa of Pūrṇacandra, a commentary on the Dhātupāṭha of the Cāndravyākaraṇa,",Dhātupārāyaṇa,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-02121,palm_leaf,1300,1500,1000132,Nepal.,nepālākṣarā,san,5,"26,9",3,24
MS-ADD-01633,"A paper manuscript of the (Abhisamayālaṃkāra??), Śatasahasrikā Prajñāparamitā (Prathama Khaṇḍa).","A paper manuscript of the (Abhisamayālaṃkāra??), Śatasahasrikā Prajñāparamitā (Prathama Khaṇḍa).","(Abhisamayālaṃkāra??), Śatasahasrikā Prajñāparamitā (Prathama Khaṇḍa)",,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01633,paper,,,,,nepālākṣarā,san,13,45,,
MS-OR-00149,"The manuscript contains the unpublished Sekanirdeśapañjikā, a commentary by Rāmapāla (11th century) on the Sekanirṇaya (aka Sekanirdeśa) by the celebrated siddha Maitreyanātha (aka Advayavajra, Maitrīgupta and Maitrīpāda) (1007-1085). Rāmapāla was one of the four main disciples of Maitreyanātha . The title of the text could be translated into English as ""Commentary on the Explanation of Consecration."" The latter was written by Maitreyanātha in accord with the teachings of the Sequence of the Four Seals (Caturmudrānvaya) by a certain Nāgārjuna. The text starts with an explanation of the mystical word evam and its Tantric symbolism. Then it continues with an explanation of the four moments (kṣaṇa) and the related blisses (ānanda) that are to be experienced during the higher phase of the initiation. The text and in particular the commentary refer to a debate between different Buddhist traditions regarding the sequence of the blisses and the nature of their experience, and its significance. Rāmapāla quotes several stanzas from the Pramāṇavārttika by Dharmakīrti and many passages from other Mahāyānic and Tantric works (in particular from the Hevajratantra). In the mūla text we find stanzas even from early Śaiva sources. In Isaacson and Sferra’s forthcoming edition of the text this manuscript is referred to with the siglum Ca."," The manuscript contains the unpublished Sekanirdeśapañjikā, a commentary by Rāmapāla (11th century) on the Sekanirṇaya (aka",Sekanirdeśapañjikā,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-OR-00149,palm_leaf,1100,1200,1000132,Nepal.,,san,,,,
MS-ADD-01706-00005,"A palm-leaf manuscript of the Lakṣaṇa, Piṇḍikālakṣaṇa.","A palm-leaf manuscript of the Lakṣaṇa, Piṇḍikālakṣaṇa.","Lakṣaṇa, Piṇḍikālakṣaṇa",,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01706-00005,palm_leaf,,,,,nepālākṣarā,san,5,20,,
MS-ADD-01679-00006,A paper palm-leaf of an Avadāna.,A paper palm-leaf of an Avadāna.,Avadāna,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01679-00006,palm_leaf,,,,,nepālākṣarā,san,"4,5",23,,
MS-OR-00142-00001,"The Vasudhāradhāraṇī, dedicated to Vasudhārā, the bodhisattva of wealth, prosperity, and abundance (who has a strong following among the Newar Buddhists of the Kathmandu valley), is taught by the Buddha in Kauśāmbī to the rich merchant and layman Sucandra. He has been reduced to poverty and so requests a sermon from the Lord so that he may provide for his own family and so that all beings may become prosperous. This scripture includes a dhāraṇī along with enumerations of benefits and ritual instructions for use. This illuminated palm-leaf manuscript, dated 1123 CE and written under the reign of Śivadeva , is one of the earliest extant manuscripts of the Vasudhāradhāraṇī. According to the colophon, it was commissioned by a pious Buddhist layman, Rudākarasiṃha by name, as a meritorious gift (deyadharmo 'yaṃ pravaramahāyānayāyinaḥ paramopāsakarudākarasiṃhasya)."," The Vasudhāradhāraṇī, dedicated to Vasudhārā, the bodhisattva of wealth, prosperity, and abundance (who has a strong following",Vasudhārādhāraṇī,,,Vasudhārādhāraṇī,"Vasudhāraṇī,Vasudhārādhāraṇīsūtra",https://cudl.lib.cam.ac.uk/iiif/MS-OR-00142-00001,palm_leaf,,,1000132,Nepāl.,pāla,san,5,"27,5",,"2,2"
MS-ADD-01688,"The Pañcarakṣā corpus (""Five Protections"") consists of the Mahāpratisarā, Mahāmāyūrī, Mahāsāhasrapramardanī, Mahāmantrānusāriṇī, and Mahāśītavatī. The earliest evidence for texts grouped together as the ""Five Great Dhāraṇīs"" comes from Tibetan catalogues around 800 CE, but this compendium is somewhat different from the surviving Sanskrit collection, which is preserved in manuscripts dating back to the eleventh century. These scriptures include spells, enumerations of benefits and ritual instructions for use. With the course of time all of them became deified and five related goddesses emerged. It is, however, important to note that the texts themselves do not have any references to these goddesses. This Bengalese manuscript, dated to the second half of the 11th century and commissioned by the queen Ḍaddākā (probably the same as the Lāḍākā mentioned in Add.1464), is one of the oldest known examples of such a collection and is decorated with a series of thirty-six refined miniatures."," The Pañcarakṣā corpus (""Five Protections"") consists of the Mahāpratisarā, Mahāmāyūrī, Mahāsāhasrapramardanī, Mahāmantrānusāriṇī,",Pañcarakṣā,T1946,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01688,palm_leaf,,,7016617,Bengal.,pāla,san,,,,
MS-ADD-01161,"An 11th century palm-leaf manuscripts of the Śiṣyalekha, a work belonging to the Buddhist epistolary genre (lekha). Composed by the Buddhist grammarian and poet Candragomin (5th century CE), it is a short ornate poem (kāvya) in the form of a letter containing an exposition of the Buddhist doctrine addressed to Candragomin's disciple Ratnakīrti, ""who had broken is monk's vow and was engaged in a love affair with a princess"" (Hahn 1998: liii). Edited twice, by I.P. Minaev in 1889 and by M. Hahn in 1998, it is considered by the latter as ""the most refined of the extant Buddhist epistles"" (Hahn 1998 li). The present manuscript was used by Hahn for his edition (in which it was given the siglum A).","An 11th century palm-leaf manuscripts of the Śiṣyalekha, a work belonging to the Buddhist epistolary genre (lekha). Composed",Śiṣyalekha,,,Śiṣyalekha,Śiṣyalekhadharmakāvya,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01161,palm_leaf,,,1000132,Nepal.,nepālākṣarā,san,5,"30,5",,2
MS-OR-00142-00002,"The Vasudhāradhāraṇī, dedicated to Vasudhārā, the bodhisattva of wealth, prosperity, and abundance (who has a strong following among the Newar Buddhists of the Kathmandu valley), is taught by the Buddha in Kauśāmbī to the rich merchant and layman Sucandra. He has been reduced to poverty and so requests a sermon from the Lord so that he may provide for his own family and so that all beings may become prosperous. This scripture includes a dhāraṇī along with enumerations of benefits and ritual instructions for use. Although more recent, this fragment of the Vasudhāradhāraṇī in Nepālākṣarā characters was inserted between the wooden covers of Or. 142.1."," The Vasudhāradhāraṇī, dedicated to Vasudhārā, the bodhisattva of wealth, prosperity, and abundance (who has a strong following",Vasudhārādhāraṇī,,,Vasudhārādhāraṇī,"Vasudhāraṇī,Vasudhārādhāraṇīsūtra",https://cudl.lib.cam.ac.uk/iiif/MS-OR-00142-00002,palm_leaf,,,1000132,Nepāl.,nepālākṣarā,san,"4,5","26,5",2,"2,8"
MS-ADD-01704,"A palm-leaf manuscript of the Catuḥpīṭhatantra, Jñānavārāsekaprakriyā.","A palm-leaf manuscript of the Catuḥpīṭhatantra, Jñānavārāsekaprakriyā.","Catuḥpīṭhatantra, Jñānavārāsekaprakriyā",,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01704,palm_leaf,,,,,nepālākṣarā,san,4,31,,
MS-ADD-01538,A paper manuscript of the Vīrakuśāvadāna.,A paper manuscript of the Vīrakuśāvadāna.,Vīrakuśāvadāna,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01538,paper,,,1000132,Nepal.,nepālākṣarā,san,9,36,,
MS-ADD-01276,A paper manuscript of the Pāpaparimocana with a Newari translation.,A paper manuscript of the Pāpaparimocana with a Newari translation.,Pāpaparimocana,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01276,paper,1801,1900,1000132,Nepal.,nepālākṣarā,san,9,"19,5",,
MS-ADD-01577,"A polychrome charm (yantra) against lightning made of seven intertwined letters (kūṭākṣara, monogram script): ya, ra, va, la, ma, kṣa and ha. The verso bears a four-line stanza in the sragdharā metre (with caesurae marked by a small dot), listing each letter and explaining its symbolism (for the Sanskrit text, see Transcription): ""The letter ya is what we call the air, ra is fire, va is water: the circle we call earth is the letter la, on it ma is what is called Mount Meru, above the latter is kṣa, which has the nature of the means to wisdom; from ha, the sky, is the spotless purity that is emptiness. This seven-letter diagram is [such a] group: bow incessantly to this excellent one that wards off the fall of thunderbolt!""","A polychrome charm (yantra) against lightning made of seven intertwined letters (kūṭākṣara, monogram script): ya, ra, va,",Saptākṣarī Vajrapātādyahārī,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01577,nep_multi_layered_paper,1801,1900,1000132,Nepal.,devanāgarī,san,"37,5","26,5",8,
MS-ADD-01679-00005,A palm-leaf manuscript of an Avadāna.,A palm-leaf manuscript of an Avadāna.,Avadāna,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01679-00005,palm_leaf,,,,,nepālākṣarā,san,5,30,,
MS-ADD-01546-00001,"This small-size illuminated black-paper manuscript, written in gold ink, contains the Pañcabuddhadhāraṇī, dedicated to the five Buddhas (Vairocana, Akṣobhya, Ratnasambhava, Amitābha and Amoghasiddhi).","This small-size illuminated black-paper manuscript, written in gold ink, contains the Pañcabuddhadhāraṇī, dedicated to the",Pañcabuddhadhāraṇī,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01546-00001,black_paper,1601,1800,1000132,Nepāl.,nepālākṣarā,san,6,"15,1","3,5",13
MS-ADD-01277,"An illuminated black-paper manuscript of the Aparimitāyurdhāraṇīsūtra, a popular text containig the spell of Aparimitāyus. It is taught by the Buddha to Mañjuśrī in Śrāvastī. Those who recite, copy or worship this text are granted longevity and will be reborn in Aparimitāyus’ buddha-field."," An illuminated black-paper manuscript of the Aparimitāyurdhāraṇīsūtra, a popular text containig the spell of Aparimitāyus.",Aparimitāyurdhāraṇīsūtra,,,Aparimitāyurdhāraṇīsūtra,"Aparimitāyurdhāraṇīmahāyānasūtraratnarāja,Aparimitāyurnāmadhāraṇīmahāyānasūtra,Aparimitāyurnāmadhāraṇī",https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01277,black_paper,1600,1799,1000132,Nepal.,rañjanā,san,"6,7","15,5","4,4","11,5"
MS-ADD-01598,A paper manuscript of the Avadānasārasamuccaya.,A paper manuscript of the Avadānasārasamuccaya.,Avadānasārasamuccaya,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01598,paper,,,,,devanāgarī,san,,,,
MS-ADD-01465,A palm-leaf manuscript of the Aṣṭasāhasrikā Prajñāpāramitā.,A palm-leaf manuscript of the Aṣṭasāhasrikā Prajñāpāramitā.,Aṣṭasāhasrikā Prajñāpāramitā,K12,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01465,palm_leaf,,,1000132,Nepal.,nepālākṣarā,san,6,33,,
MS-ADD-01697-00003,A paper manuscript of a Work on Ritual.,A paper manuscript of a Work on Ritual.,Work on Ritual@en,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01697-00003,palm_leaf,,,,,nepālākṣarā,san,5,30,,
